# lambda(nm)  coeff spline
 2171.000 0.96117996     4.9449e-04
 2172.000 0.96099998     3.2426e-04
 2173.000 0.96098999    -7.7162e-04
 2174.000 0.96052002     2.3650e-06
 2175.000 0.96000999     5.2183e-04
 2176.000 0.95983002    -1.0941e-04
 2177.000 0.95954002    -7.4427e-04
 2178.000 0.95883003     5.6651e-04
 2179.000 0.95834000    -2.0204e-04
 2180.000 0.95778000    -1.7812e-04
 2181.000 0.95704002    -1.6535e-04
 2182.000 0.95621002     2.9936e-04
 2183.000 0.95552002    -1.9209e-04
 2184.000 0.95473999    -7.1144e-05
 2185.000 0.95383003    -3.0290e-04
 2186.000 0.95276001     3.2236e-04
 2187.000 0.95176003    -5.6632e-04
 2188.000 0.95045998     1.4252e-04
 2189.000 0.94914001    -1.2325e-04
 2190.000 0.94775002    -6.9736e-05
 2191.000 0.94621002    -4.9777e-04
 2192.000 0.94441002     5.0075e-04
 2193.000 0.94282997    -1.8548e-04
 2194.000 0.94110001    -6.5833e-04
 2195.000 0.93897003     4.1873e-04
 2196.000 0.93693001    -4.7689e-04
 2197.000 0.93472000     4.6894e-04
 2198.000 0.93265999    -4.9889e-04
 2199.000 0.93025002    -5.7312e-04
 2200.000 0.92758003     1.2313e-03
 2201.000 0.92543999    -1.1726e-03
 2202.000 0.92281998     5.7916e-04
 2203.000 0.92038002    -6.3730e-05
 2204.000 0.91796997    -1.4479e-04
 2205.000 0.91550003     2.8355e-04
 2206.000 0.91315002    -2.6982e-04
 2207.000 0.91077003     6.1581e-04
 2208.000 0.90867996    -4.5393e-04
 2209.000 0.90642998     2.4044e-04
 2210.000 0.90428001     9.2301e-05
 2211.000 0.90231003     4.7022e-04
 2212.000 0.90058998    -4.7355e-04
 2213.000 0.89865997     1.6421e-04
 2214.000 0.89690002     8.3707e-04
 2215.000 0.89557999    -8.7303e-04
 2216.000 0.89392998     6.7522e-04
 2217.000 0.89255997    -1.4784e-04
 2218.000 0.89130997     6.3621e-04
 2219.000 0.89036003    -5.9661e-04
 2220.000 0.88922997     6.6945e-04
 2221.000 0.88848000     1.9937e-04
 2222.000 0.88793999    -2.0717e-04
 2223.000 0.88734001     2.6950e-04
 2224.000 0.88698997     6.2879e-04
 2225.000 0.88705002    -3.2418e-04
 2226.000 0.88708000     4.8757e-04
 2227.000 0.88733002    -3.0592e-04
 2228.000 0.88754997     5.5576e-04
 2229.000 0.88814003     3.0351e-04
 2230.000 0.88900002    -1.5024e-04
 2231.000 0.88988998     4.7734e-04
 2232.000 0.89110001     1.6118e-04
 2233.000 0.89252998     1.9767e-04
 2234.000 0.89408997    -1.7184e-04
 2235.000 0.89567001     6.1008e-04
 2236.000 0.89764000     7.1160e-05
 2237.000 0.89973000    -1.7465e-04
 2238.000 0.90181000     5.6749e-04
 2239.000 0.90421997    -1.1548e-04
 2240.000 0.90667999     1.9473e-04
 2241.000 0.90926003     5.6617e-05
 2242.000 0.91189003    -1.2136e-04
 2243.000 0.91453003     4.8881e-04
 2244.000 0.91740997    -3.9420e-04
 2245.000 0.92014000     1.8850e-04
 2246.000 0.92291000    -1.1994e-04
 2247.000 0.92558998    -2.4890e-04
 2248.000 0.92815002     3.9592e-04
 2249.000 0.93084000    -5.5521e-04
 2250.000 0.93325996     2.0491e-04
 2251.000 0.93570000    -1.4404e-04
 2252.000 0.93805000    -1.6893e-04
 2253.000 0.94021004    -3.2008e-04
 2254.000 0.94217003     2.4901e-04
 2255.000 0.94408997    -9.1627e-04
 2256.000 0.94552002     4.7675e-04
 2257.000 0.94704002    -4.5105e-04
 2258.000 0.94828003    -3.5255e-04
 2259.000 0.94927002     3.6115e-04
 2260.000 0.95036003    -4.9193e-04
 2261.000 0.95117996    -1.3932e-05
 2262.000 0.95182999    -4.7179e-04
 2263.000 0.95218002     1.0116e-04
 2264.000 0.95254997     1.8664e-04
 2265.000 0.95285004    -1.2670e-03
 2266.000 0.95246002     7.4101e-04
 2267.000 0.95228996    -3.7726e-04
 2268.000 0.95189003    -6.1121e-04
 2269.000 0.95096001    -3.5844e-04
 2270.000 0.94966003    -1.7473e-04
 2271.000 0.94815002    -2.0288e-04
 2272.000 0.94614998    -1.9540e-03
 2273.000 0.94285004     2.1936e-04
 2274.000 0.93906998    -1.8042e-03
 2275.000 0.93392998    -1.1622e-03
 2276.000 0.92735001    -2.1868e-03
 2277.000 0.91888000    -1.4309e-03
 2278.000 0.90856003    -3.1895e-03
 2279.000 0.89558998    -1.7117e-03
 2280.000 0.88028999    -3.9434e-03
 2281.000 0.86162003    -2.7346e-03
 2282.000 0.84004997    -2.5188e-03
 2283.000 0.81529999    -6.2699e-03
 2284.000 0.78574997    -1.2017e-03
 2285.000 0.75376999    -3.5031e-03
 2286.000 0.71861000    -3.8659e-03
 2287.000 0.68005997    -1.3736e-03
 2288.000 0.63969002    -1.5593e-03
 2289.000 0.59754002    -3.0695e-03
 2290.000 0.55335999     1.6571e-03
 2291.000 0.50978001     4.1363e-05
 2292.000 0.46671001     1.2374e-03
 2293.000 0.42460999     8.2897e-04
 2294.000 0.38382999     3.3670e-03
 2295.000 0.34568001     1.4832e-03
 2296.000 0.30948999     2.4601e-03
 2297.000 0.27587000     4.0964e-03
 2298.000 0.24573000     2.0343e-03
 2299.000 0.21811001     2.8864e-03
 2300.000 0.19318001     2.5601e-03
 2301.000 0.17090000     2.7731e-03
 2302.000 0.15111000     1.2876e-03
 2303.000 0.13310000     2.7566e-03
 2304.000 0.11751000     2.2061e-03
 2305.000 0.10396000     6.5895e-04
 2306.000 0.09163800     2.5261e-03
 2307.000 0.08119500     5.1047e-04
 2308.000 0.07172100     1.2460e-03
 2309.000 0.06338400     1.3276e-03
 2310.000 0.05625200     6.7345e-04
 2311.000 0.04993600     8.7456e-04
 2312.000 0.04439900     5.0230e-04
 2313.000 0.03949700     9.2625e-04
 2314.000 0.03528800    -4.9330e-05
 2315.000 0.03137400     1.0411e-03
 2316.000 0.02813900    -4.0927e-05
 2317.000 0.02514500     5.6863e-04
 2318.000 0.02256700     2.6242e-04
 2319.000 0.02027600     1.0370e-04
 2320.000 0.01819400     5.7678e-04
 2321.000 0.01647500    -2.3280e-04
 2322.000 0.01478000     4.9841e-04
 2323.000 0.01339200     8.1139e-05
 2324.000 0.01214800     4.1030e-05
 2325.000 0.01099500     3.0074e-04
 2326.000 0.01002500    -1.4597e-04
 2327.000 0.00907680     4.1395e-04
 2328.000 0.00831840    -3.7102e-04
 2329.000 0.00747400     5.5412e-04
 2330.000 0.00691220    -1.4985e-04
 2331.000 0.00635210     5.5477e-05
 2332.000 0.00579810    -3.5456e-05
 2333.000 0.00528470     3.2994e-04
 2334.000 0.00493950    -2.7510e-04
 2335.000 0.00450140     2.1307e-04
 2336.000 0.00414740    -7.2558e-05
 2337.000 0.00380560     1.5037e-04
 2338.000 0.00352640    -1.5332e-04
 2339.000 0.00321900     2.9370e-04
 2340.000 0.00304900    -1.9710e-04
 2341.000 0.00281460     1.0830e-04
 2342.000 0.00262060     6.3063e-06
 2343.000 0.00244830    -3.3230e-06
 2344.000 0.00226410    -6.4415e-05
 2345.000 0.00207210     2.1418e-04
 2346.000 0.00198330    -1.7311e-04
 2347.000 0.00183080     9.6077e-05
 2348.000 0.00172590     7.4406e-05
 2349.000 0.00165550    -1.8670e-04
 2350.000 0.00151180     2.3260e-04
 2351.000 0.00145790    -2.0490e-04
 2352.000 0.00132350     1.0401e-04
 2353.000 0.00125420     1.7947e-04
 2354.000 0.00127760    -2.6571e-04
 2355.000 0.00117200     1.0935e-04
 2356.000 0.00109010    -2.9510e-05
 2357.000 0.00103260     1.5509e-04
 2358.000 0.00102960    -2.6383e-04
 2359.000 0.00091024     2.0209e-04
 2360.000 0.00087377    -4.7183e-05
 2361.000 0.00082355    -9.5858e-05
 2362.000 0.00075201     3.0270e-04
 2363.000 0.00080240    -3.8334e-04
 2364.000 0.00069075     2.5844e-04
 2365.000 0.00067360    -8.3417e-05
 2366.000 0.00064906     3.0888e-05
 2367.000 0.00061586    -9.2095e-05
 2368.000 0.00055869     1.9367e-04
 2369.000 0.00058930    -1.5592e-04
 2370.000 0.00056765     1.1643e-04
 2371.000 0.00056320    -2.0661e-04
 2372.000 0.00047620     2.1472e-04
 2373.000 0.00047823    -1.1807e-04
 2374.000 0.00045449     1.0294e-04
 2375.000 0.00046457    -9.0770e-05
 2376.000 0.00043876     4.4798e-05
 2377.000 0.00043070     1.8076e-05
 2378.000 0.00041538    -1.6066e-04
 2379.000 0.00034599     3.0015e-04
 2380.000 0.00040823    -2.5016e-04
 2381.000 0.00035742     2.2191e-05
 2382.000 0.00031746     2.2650e-04
 2383.000 0.00037836    -3.2302e-04
 2384.000 0.00030338     2.5030e-04
 2385.000 0.00032343    -1.0800e-04
 2386.000 0.00031517     1.1843e-05
 2387.000 0.00030904     7.3410e-05
 2388.000 0.00032944    -1.4630e-04
 2389.000 0.00028556     1.2612e-04
 2390.000 0.00027950    -1.3125e-04
 2391.000 0.00023469     1.6637e-04
 2392.000 0.00027050    -5.0521e-05
 2393.000 0.00027715    -1.3925e-04
 2394.000 0.00022523     2.5609e-04
 2395.000 0.00027737    -2.6077e-04
 2396.000 0.00023772     2.3623e-04
 2397.000 0.00028117    -1.8555e-04
 2398.000 0.00024770     4.4469e-05
 2399.000 0.00022715     8.5200e-05
 2400.000 0.00025907    -7.0447e-05
 2401.000 0.00025756    -3.9909e-06
 2402.000 0.00025722     9.3431e-05
 2403.000 0.00028009    -2.3047e-04
 2404.000 0.00019450     1.7770e-04
 2405.000 0.00018360    -3.2183e-05
 2406.000 0.00019461     8.2494e-05
 2407.000 0.00023921    -9.6254e-05
 2408.000 0.00022025    -7.8839e-05
 2409.000 0.00017171     2.3413e-04
 2410.000 0.00022927    -2.2109e-04
 2411.000 0.00019243     8.3811e-05
 2412.000 0.00018792     7.9820e-05
 2413.000 0.00021526    -2.1199e-04
 2414.000 0.00015827     2.6216e-04
 2415.000 0.00019931    -2.4848e-04
 2416.000 0.00015867     2.4168e-04
 2417.000 0.00020446    -1.9965e-04
 2418.000 0.00018354     1.5666e-04
 2419.000 0.00020951    -1.4565e-04
 2420.000 0.00016328    -7.2619e-06
 2421.000 0.00013004     2.5264e-04
 2422.000 0.00021151    -3.1503e-04
 2423.000 0.00016218     2.2267e-04
 2424.000 0.00018618    -1.3567e-04
 2425.000 0.00016863     7.0700e-05
 2426.000 0.00016157    -8.4194e-05
 2427.000 0.00013457     1.4643e-04
 2428.000 0.00016242    -1.7244e-04
 2429.000 0.00012630     1.5951e-04
 2430.000 0.00014235    -1.5260e-04
 2431.000 0.00012212     2.3320e-04
 2432.000 0.00019467    -2.2351e-04
 2433.000 0.00015579    -7.7528e-06
 2434.000 0.00012051     2.7612e-04
 2435.000 0.00020850    -3.5709e-04
 2436.000 0.00014277     2.2994e-04
 2437.000 0.00015863    -7.3129e-05
 2438.000 0.00017515     6.6534e-05
 2439.000 0.00019993    -1.4345e-04
 2440.000 0.00014997     5.8816e-05
 2441.000 0.00012729     7.1865e-05
 2442.000 0.00015593    -3.8354e-05
 2443.000 0.00015621    -8.8607e-05
 2444.000 0.00011758     1.5932e-04
 2445.000 0.00015075    -1.1788e-04
 2446.000 0.00013358     1.0156e-05
 2447.000 0.00014000     2.1880e-04
 2448.000 0.00021985    -4.4476e-04
 2449.000 0.00010663     4.0184e-04
 2450.000 0.00015249    -2.0810e-04
 2451.000 0.00015477     1.6910e-04
 2452.000 0.00019612    -2.3388e-04
 2453.000 0.00013103     1.2779e-04
 2454.000 0.00011756     3.2447e-05
 2455.000 0.00014752     3.0030e-06
 2456.000 0.00016326    -1.2978e-04
 2457.000 0.00011903     1.5629e-04
 2458.000 0.00014127    -9.6572e-05
 2459.000 0.00013474     5.7375e-05
 2460.000 0.00013966    -6.4229e-05
 2461.000 0.00011367     1.4079e-05
 2462.000 0.00010640     1.2023e-04
 2463.000 0.00016377    -1.0716e-04
 2464.000 0.00016465    -3.0521e-05
 2465.000 0.00013463     4.3847e-05
 2466.000 0.00012328    -3.2847e-05
 2467.000 0.00010738     6.0242e-05
 2468.000 0.00012693     4.5805e-06
 2469.000 0.00014753    -7.2264e-05
 2470.000 0.00012243     1.0275e-05
 2471.000 0.00010689     8.8525e-05
 2472.000 0.00015151    -3.4152e-06
 2473.000 0.00016537    -2.5942e-04
 2474.000 0.00008158     4.5521e-04
 2475.000 0.00020152    -3.3905e-04
 2476.000 0.00017192     3.7322e-06
 2477.000 0.00010731     1.1406e-04
 2478.000 0.00011026    -5.4602e-05
 2479.000 0.00011042     8.7611e-05
 2480.000 0.00014226    -1.0576e-04
 2481.000 0.00012773     5.7223e-05
 2482.000 0.00012595    -4.6627e-05
 2483.000 0.00010191    -4.2749e-06
 2484.000 0.00009635     1.7461e-04
 2485.000 0.00017247    -2.0407e-04
 2486.000 0.00015626     8.7699e-05
 2487.000 0.00014715    -1.0413e-04
 2488.000 0.00011588     1.9584e-04
 2489.000 0.00016841    -1.7644e-04
 2490.000 0.00014234     3.8331e-05
 2491.000 0.00011473     1.3878e-05
 2492.000 0.00010476     1.1998e-05
 2493.000 0.00010559     2.9311e-06
 2494.000 0.00010606    -2.5882e-05
 2495.000 0.00011115     1.2832e-04
 2496.000 0.00016929    -1.6909e-04
 2497.000 0.00013988     2.2736e-05
 2498.000 0.00011863     1.2710e-04
 2499.000 0.00016384    -1.3239e-04
 2500.000 0.00014758     3.3651e-05
 2501.000 0.00013079    -5.3901e-06
 2502.000 0.00013077     8.8530e-05
 2503.000 0.00017699    -7.1288e-05
 2504.000 0.00016390    -1.5924e-04
 2505.000 0.00008373     3.0575e-04
 2506.000 0.00014640    -2.0674e-04
 2507.000 0.00015353     1.8795e-04
 2508.000 0.00020322    -2.8972e-04
 2509.000 0.00011466     1.4141e-04
 2510.000 0.00008971     1.0572e-04
 2511.000 0.00013911    -1.1821e-04
 2512.000 0.00013488     4.5334e-05
 2513.000 0.00014335     1.3075e-05
 2514.000 0.00015065    -1.0465e-04
 2515.000 0.00011641     1.5629e-04
 2516.000 0.00014465    -1.4565e-04
 2517.000 0.00012198     1.2083e-04
 2518.000 0.00014570    -5.9320e-05
 2519.000 0.00014461    -3.2404e-05
 2520.000 0.00011841     3.8278e-05
 2521.000 0.00011123    -6.5880e-06
 2522.000 0.00013075     1.4827e-04
 2523.000 0.00020103    -2.8195e-04
 2524.000 0.00013530     1.6346e-04
 2525.000 0.00011884    -7.6255e-05
 2526.000 0.00011142     1.9580e-04
 2527.000 0.00018165    -2.4106e-04
 2528.000 0.00014994     1.5678e-04
 2529.000 0.00014224    -2.4201e-04
 2530.000 0.00007098     4.2988e-04
 2531.000 0.00017285    -4.3875e-04
 2532.000 0.00009602     2.5292e-04
 2533.000 0.00011227    -1.4465e-05
 2534.000 0.00012856    -1.9482e-04
 2535.000 0.00005651     2.6372e-04
 2536.000 0.00011801    -5.8751e-05
 2537.000 0.00015698    -1.6389e-04
 2538.000 0.00012178     2.6930e-04
 2539.000 0.00018429    -3.2706e-04
 2540.000 0.00010125     1.6565e-04
 2541.000 0.00009822     1.4452e-04
 2542.000 0.00014739    -4.3052e-04
 2543.000 0.00003283     5.9520e-04
 2544.000 0.00016295    -4.8219e-04
 2545.000 0.00011785     2.8224e-04
 2546.000 0.00014811    -1.9460e-04
 2547.000 0.00012818     1.9501e-04
 2548.000 0.00017161    -2.0527e-04
 2549.000 0.00013896     1.6959e-04
 2550.000 0.00016487    -1.2172e-04
 2551.000 0.00015048     7.5474e-05
 2552.000 0.00016703     5.4576e-06
 2553.000 0.00017425    -1.5328e-04
 2554.000 0.00011770     2.2506e-04
 2555.000 0.00014274    -2.5742e-04
 2556.000 0.00009206     3.5030e-04
 2557.000 0.00017781    -3.2520e-04
 2558.000 0.00012534     1.2118e-04
 2559.000 0.00010695     4.4954e-05
 2560.000 0.00013055    -4.9057e-05
 2561.000 0.00014713     1.0916e-04
 2562.000 0.00018535    -2.5773e-04
 2563.000 0.00011913     2.9511e-04
 2564.000 0.00016642    -2.4164e-04
 2565.000 0.00013859     2.2075e-04
 2566.000 0.00015464    -3.7807e-04
 2567.000 0.00002880     4.4018e-04
 2568.000 0.00010665    -1.6051e-04
 2569.000 0.00014840    -1.4753e-05
 2570.000 0.00013489    -1.1204e-04
 2571.000 0.00008505     2.4494e-04
 2572.000 0.00015343    -1.5841e-04
 2573.000 0.00015703     2.8817e-08
 2574.000 0.00012775    -3.8982e-05
 2575.000 0.00007894     3.8719e-05
 2576.000 0.00008589     2.1866e-04
 2577.000 0.00017665    -4.1052e-04
 2578.000 0.00008512     3.2967e-04
 2579.000 0.00013718    -4.6610e-05
 2580.000 0.00018435    -1.7257e-04
 2581.000 0.00013463     1.5554e-04
 2582.000 0.00014071    -1.1480e-04
 2583.000 0.00013164     2.1275e-04
 2584.000 0.00019419    -3.0649e-04
 2585.000 0.00012801     2.4082e-04
 2586.000 0.00015599    -9.1828e-05
 2587.000 0.00014501    -1.0727e-04
 2588.000 0.00008900     2.5071e-04
 2589.000 0.00014588    -2.1825e-04
 2590.000 0.00013429     2.1147e-04
 2591.000 0.00017672    -3.0350e-04
 2592.000 0.00010652     3.2675e-04
 2593.000 0.00016918    -2.0636e-04
 2594.000 0.00015540     4.0029e-05
 2595.000 0.00014452     6.3638e-05
 2596.000 0.00017110    -6.9822e-05
 2597.000 0.00015413    -4.5649e-05
 2598.000 0.00012806     1.9782e-04
 2599.000 0.00017266    -3.2161e-04
 2600.000 0.00008912     3.1978e-04
 2601.000 0.00014423    -1.2560e-04
 2602.000 0.00014376    -1.5084e-04
 2603.000 0.00006952     2.8636e-04
 2604.000 0.00013026    -1.8470e-04
 2605.000 0.00013211     9.9121e-05
 2606.000 0.00015862    -6.3818e-05
 2607.000 0.00016109     1.1912e-05
 2608.000 0.00014253    -1.1001e-04
 2609.000 0.00009161     2.3397e-04
 2610.000 0.00013725    -2.4653e-04
 2611.000 0.00010145     2.6349e-04
 2612.000 0.00017082    -1.7640e-04
 2613.000 0.00016608    -2.5354e-06
 2614.000 0.00013693     4.0085e-05
 2615.000 0.00012310    -6.5883e-05
 2616.000 0.00010097     1.7365e-04
 2617.000 0.00013794    -2.7411e-04
 2618.000 0.00007510     3.2394e-04
 2619.000 0.00015299    -1.7727e-04
 2620.000 0.00016739     4.1813e-06
 2621.000 0.00015468    -2.1200e-06
 2622.000 0.00013507    -3.7101e-05
 2623.000 0.00010689     9.9106e-05
 2624.000 0.00013321    -3.2321e-05
 2625.000 0.00016223     4.6379e-05
 2626.000 0.00018311    -2.0203e-04
 2627.000 0.00009421     1.0308e-04
 2628.000 0.00006546     1.5063e-04
 2629.000 0.00013077    -1.4124e-04
 2630.000 0.00013369     3.9976e-05
 2631.000 0.00013124    -5.0888e-05
 2632.000 0.00012411     1.3549e-04
 2633.000 0.00017407    -1.4855e-04
 2634.000 0.00014611    -8.8153e-06
 2635.000 0.00010180     8.5711e-05
 2636.000 0.00011875     3.3532e-05
 2637.000 0.00014950    -1.3704e-04
 2638.000 0.00010971     9.1379e-05
 2639.000 0.00011425     3.7502e-05
 2640.000 0.00013653    -1.3495e-04
 2641.000 0.00010049     1.5237e-04
 2642.000 0.00012766    -9.5260e-05
 2643.000 0.00012036     2.1851e-05
 2644.000 0.00010533    -3.8526e-05
 2645.000 0.00009438     1.5673e-04
 2646.000 0.00014087    -2.4377e-04
 2647.000 0.00009480     2.6298e-04
 2648.000 0.00014716    -2.1757e-04
 2649.000 0.00012339     1.5053e-04
 2650.000 0.00015124    -7.4831e-05
 2651.000 0.00014992    -2.6227e-05
 2652.000 0.00011856    -4.9917e-07
 2653.000 0.00010340     1.2542e-04
 2654.000 0.00014242    -1.7612e-04
 2655.000 0.00011032     1.5233e-04
 2656.000 0.00012977    -1.2388e-04
 2657.000 0.00011338     1.2817e-04
 2658.000 0.00014189    -1.1939e-04
 2659.000 0.00014062     1.7072e-04
 2660.000 0.00019094    -2.5393e-04
 2661.000 0.00013710     2.2006e-04
 2662.000 0.00017270    -8.9670e-05
 2663.000 0.00017228    -7.7503e-05
 2664.000 0.00013879     2.0126e-04
 2665.000 0.00017301    -3.2128e-04
 2666.000 0.00009223     3.9386e-04
 2667.000 0.00016036    -3.6071e-04
 2668.000 0.00010476     3.0659e-04
 2669.000 0.00016777    -1.5398e-04
 2670.000 0.00017249    -4.0391e-05
 2671.000 0.00012969     3.0429e-05
 2672.000 0.00012453     1.4451e-04
 2673.000 0.00017652    -2.6558e-04
 2674.000 0.00011482     2.3569e-04
 2675.000 0.00013187    -2.0466e-04
 2676.000 0.00010278     3.0611e-04
 2677.000 0.00018991    -3.2245e-04
 2678.000 0.00014267     1.7746e-04
 2679.000 0.00015514    -2.9133e-05
 2680.000 0.00016514    -7.5746e-05
 2681.000 0.00013394     8.4918e-05
 2682.000 0.00013570    -6.6166e-05
 2683.000 0.00012856     1.2634e-04
 2684.000 0.00015576    -2.3317e-04
 2685.000 0.00010407     3.3300e-04
 2686.000 0.00016612    -4.1639e-04
 2687.000 0.00008330     4.6335e-04
 2688.000 0.00017635    -3.8177e-04
 2689.000 0.00012512     1.9805e-04
 2690.000 0.00012721    -9.0520e-05
 2691.000 0.00011796     9.5988e-05
 2692.000 0.00012821    -1.7643e-04
 2693.000 0.00007849     2.4992e-04
 2694.000 0.00013985    -1.5678e-04
 2695.000 0.00014369     3.2073e-05
 2696.000 0.00013730    -3.2891e-05
 2697.000 0.00012369     5.6173e-05
 2698.000 0.00013680    -3.1481e-05
 2699.000 0.00013452    -2.2591e-05
 2700.000 0.00010997    -1.1776e-05
 2701.000 0.00008671     7.7436e-05
 2702.000 0.00012762     8.7054e-05
 2703.000 0.00019884    -2.4379e-04
 2704.000 0.00015429     1.9349e-04
 2705.000 0.00015470    -2.6039e-04
 2706.000 0.00007249     3.5237e-04
 2707.000 0.00014791    -2.0329e-04
 2708.000 0.00017214     1.5365e-04
 2709.000 0.00019250    -4.3452e-04
 2710.000 0.00005714     6.5012e-04
 2711.000 0.00019178    -5.4594e-04
 2712.000 0.00011539     2.6747e-04
 2713.000 0.00012434    -1.1884e-05
 2714.000 0.00016383    -3.6689e-05
 2715.000 0.00015601    -1.2522e-04
 2716.000 0.00010460     2.7603e-04
 2717.000 0.00015994    -3.3838e-04
 2718.000 0.00008705     3.0812e-04
 2719.000 0.00012949    -2.0212e-04
 2720.000 0.00011793     1.7637e-04
 2721.000 0.00015423    -2.1619e-04
 2722.000 0.00010994     2.0487e-04
 2723.000 0.00014126    -1.4962e-04
 2724.000 0.00012786     1.2529e-04
 2725.000 0.00015774    -9.1849e-05
 2726.000 0.00014578    -8.9313e-06
 2727.000 0.00012816     9.3614e-05
 2728.000 0.00015113    -1.2198e-04
 2729.000 0.00011449     3.6666e-05
 2730.000 0.00008818     3.7301e-05
 2731.000 0.00009714     2.5749e-05
 2732.000 0.00012063    -5.3116e-05
 2733.000 0.00011812     3.0716e-05
 2734.000 0.00013406     4.0952e-05
 2735.000 0.00016138    -1.2624e-04
 2736.000 0.00013329     1.3157e-04
 2737.000 0.00016075    -6.6719e-05
 2738.000 0.00016413    -9.1682e-06
 2739.000 0.00015998     5.8212e-05
 2740.000 0.00018378    -5.5981e-05
 2741.000 0.00017517    -2.8748e-05
 2742.000 0.00015655     1.1091e-04
 2743.000 0.00016989    -2.2314e-04
 2744.000 0.00010535     3.1437e-04
 2745.000 0.00017118    -2.5211e-04
 2746.000 0.00014608     1.4848e-04
 2747.000 0.00018339     3.2654e-05
 2748.000 0.00022218    -2.7021e-04
 2749.000 0.00013657     3.0180e-04
 2750.000 0.00016336    -2.6257e-04
 2751.000 0.00011128     2.7528e-04
 2752.000 0.00017008    -1.7325e-04
 2753.000 0.00014828    -6.5883e-05
 2754.000 0.00008206     1.7026e-04
 2755.000 0.00011940     6.1973e-06
 2756.000 0.00017369    -9.3351e-05
 2757.000 0.00016443    -1.4094e-05
 2758.000 0.00012415    -3.6393e-05
 2759.000 0.00008353     1.5763e-04
 2760.000 0.00013632    -3.3657e-05
 2761.000 0.00018409    -5.3121e-05
 2762.000 0.00016395    -1.6132e-04
 2763.000 0.00009327     3.9516e-04
 2764.000 0.00018488    -4.4557e-04
 2765.000 0.00010585     3.6327e-04
 2766.000 0.00016319    -1.8929e-04
 2767.000 0.00015970     2.8909e-05
 2768.000 0.00014114    -1.6766e-05
 2769.000 0.00011983     2.1656e-05
 2770.000 0.00010847    -1.0157e-05
 2771.000 0.00010414     6.1152e-05
 2772.000 0.00013843    -2.7319e-06
 2773.000 0.00016245    -1.1184e-04
 2774.000 0.00013344     1.3193e-04
 2775.000 0.00015029    -1.4072e-04
 2776.000 0.00011656     1.2746e-04
 2777.000 0.00014075    -2.1589e-05
 2778.000 0.00015644    -9.2099e-05
 2779.000 0.00011790     6.4607e-05
 2780.000 0.00012746     1.2227e-04
 2781.000 0.00019741    -1.9135e-04
 2782.000 0.00015663    -2.1235e-05
 2783.000 0.00010653     2.2037e-04
 2784.000 0.00016485    -2.0974e-04
 2785.000 0.00014123     1.2696e-04
 2786.000 0.00014660    -1.2415e-04
 2787.000 0.00010246     7.2575e-05
 2788.000 0.00009839     7.4270e-05
 2789.000 0.00015344    -1.4933e-05
 2790.000 0.00018351    -1.6442e-04
 2791.000 0.00013076     1.7569e-04
 2792.000 0.00015227    -9.2768e-05
 2793.000 0.00014167     2.7236e-06
 2794.000 0.00012912     7.0173e-05
 2795.000 0.00015367    -6.0816e-05
 2796.000 0.00016231     7.7632e-05
 2797.000 0.00017543    -2.2283e-04
 2798.000 0.00010268     2.9847e-04
 2799.000 0.00016056    -1.8727e-04
 2800.000 0.00015303     5.8133e-05
 2801.000 0.00014639    -3.9927e-05
 2802.000 0.00014298     1.2096e-04
 2803.000 0.00016298    -3.0344e-04
 2804.000 0.00007026     4.1648e-04
 2805.000 0.00013583    -4.1274e-04
 2806.000 0.00005695     3.6779e-04
 2807.000 0.00012817    -1.5782e-04
 2808.000 0.00014689    -5.1502e-05
 2809.000 0.00013232     1.6409e-04
 2810.000 0.00017802    -2.4324e-04
 2811.000 0.00011901     1.8063e-04
 2812.000 0.00014206     1.3096e-05
 2813.000 0.00018845    -9.2971e-05
 2814.000 0.00015985    -9.1152e-05
 2815.000 0.00009032     2.1200e-04
 2816.000 0.00012599    -1.2564e-04
 2817.000 0.00013915     1.5552e-04
 2818.000 0.00020250    -1.9528e-04
 2819.000 0.00016786     3.7665e-05
 2820.000 0.00013591     6.0759e-05
 2821.000 0.00015606     3.1898e-05
 2822.000 0.00018426    -1.4005e-04
 2823.000 0.00014079     9.8287e-05
 2824.000 0.00013303    -3.8838e-05
 2825.000 0.00012104     3.1684e-05
 2826.000 0.00012408     2.2821e-06
 2827.000 0.00014481     6.5327e-05
 2828.000 0.00017728    -1.9315e-04
 2829.000 0.00012199     1.8072e-04
 2830.000 0.00012897    -1.5611e-04
 2831.000 0.00010909     2.8254e-04
 2832.000 0.00019806    -3.2097e-04
 2833.000 0.00014743     1.6374e-04
 2834.000 0.00015792     3.2717e-05
 2835.000 0.00019198    -1.5319e-04
 2836.000 0.00016006     1.8416e-04
 2837.000 0.00018865    -2.2041e-04
 2838.000 0.00014250     2.4903e-04
 2839.000 0.00017841    -2.8335e-04
 2840.000 0.00011396     2.8221e-04
 2841.000 0.00015876    -1.8998e-04
 2842.000 0.00014120     1.0357e-04
 2843.000 0.00014822    -7.6814e-05
 2844.000 0.00014996     1.7201e-04
 2845.000 0.00022488    -1.7213e-04
 2846.000 0.00018540    -1.6988e-04
 2847.000 0.00007560     4.2972e-04
 2848.000 0.00017359    -3.0225e-04
 2849.000 0.00016471     1.3807e-04
 2850.000 0.00019979     1.3730e-05
 2851.000 0.00021878    -2.8953e-04
 2852.000 0.00011400     4.0177e-04
