# lambda(nm)  coeff spline
 2170.000 0.00011476     2.3875e-04
 2171.000 0.00014250    -7.5012e-05
 2172.000 0.00015963    -2.3593e-06
 2173.000 0.00015563    -4.2331e-05
 2174.000 0.00013213     5.4683e-05
 2175.000 0.00013503    -1.8003e-05
 2176.000 0.00014023     3.1128e-05
 2177.000 0.00015185    -6.7989e-05
 2178.000 0.00014283     1.1699e-04
 2179.000 0.00017420    -1.5762e-04
 2180.000 0.00014577     1.5468e-04
 2181.000 0.00017594    -1.0952e-04
 2182.000 0.00016132     1.4638e-05
 2183.000 0.00014967     6.8782e-05
 2184.000 0.00016769    -1.1175e-04
 2185.000 0.00013114     5.0784e-05
 2186.000 0.00011928     5.6750e-05
 2187.000 0.00014738    -3.8024e-05
 2188.000 0.00016026     4.0242e-06
 2189.000 0.00015687    -7.5693e-05
 2190.000 0.00013190     1.6927e-04
 2191.000 0.00017517    -1.9194e-04
 2192.000 0.00013220     8.1064e-05
 2193.000 0.00011421     1.7566e-05
 2194.000 0.00012097    -2.8268e-06
 2195.000 0.00013054     1.0601e-05
 2196.000 0.00015866     7.1721e-05
 2197.000 0.00019856    -2.2681e-04
 2198.000 0.00013379     2.0748e-04
 2199.000 0.00016147    -4.8426e-05
 2200.000 0.00017739    -8.4340e-05
 2201.000 0.00013281     2.2785e-05
 2202.000 0.00011262     1.3954e-04
 2203.000 0.00015890    -1.8212e-04
 2204.000 0.00012109     8.4415e-05
 2205.000 0.00012916     1.1974e-04
 2206.000 0.00018188    -2.9549e-04
 2207.000 0.00011795     3.6232e-04
 2208.000 0.00019748    -2.9304e-04
 2209.000 0.00015867     9.9810e-05
 2210.000 0.00014498     4.4524e-05
 2211.000 0.00017017    -4.4627e-05
 2212.000 0.00015662    -9.8456e-05
 2213.000 0.00012189     3.1137e-04
 2214.000 0.00021950    -3.5299e-04
 2215.000 0.00017127     2.2555e-04
 2216.000 0.00018979    -1.4872e-04
 2217.000 0.00016177     9.0099e-05
 2218.000 0.00015013    -1.1339e-04
 2219.000 0.00010567     1.6655e-04
 2220.000 0.00014117    -7.3063e-05
 2221.000 0.00015486    -5.1609e-06
 2222.000 0.00015605     1.8707e-05
 2223.000 0.00015855    -6.1806e-05
 2224.000 0.00014542     1.3474e-04
 2225.000 0.00016198    -2.9901e-04
 2226.000 0.00008546     5.0281e-04
 2227.000 0.00020570    -5.3167e-04
 2228.000 0.00012530     4.2003e-04
 2229.000 0.00019559    -2.4431e-04
 2230.000 0.00016368    -5.5991e-05
 2231.000 0.00009788     2.6494e-04
 2232.000 0.00016565    -2.0233e-04
 2233.000 0.00016614     1.4070e-04
 2234.000 0.00020254    -1.4501e-04
 2235.000 0.00016298    -1.6421e-05
 2236.000 0.00011702     1.7229e-04
 2237.000 0.00015533    -1.6713e-04
 2238.000 0.00012522     8.5716e-05
 2239.000 0.00012950     3.0607e-05
 2240.000 0.00016586    -1.5663e-05
 2241.000 0.00017842    -1.1076e-04
 2242.000 0.00013375     1.1530e-04
 2243.000 0.00014683    -3.9612e-06
 2244.000 0.00017236    -2.4759e-05
 2245.000 0.00016378    -1.0166e-04
 2246.000 0.00012563     2.5399e-04
 2247.000 0.00018207    -3.4674e-04
 2248.000 0.00011296     3.7968e-04
 2249.000 0.00018772    -3.0878e-04
 2250.000 0.00013311     7.9202e-05
 2251.000 0.00010885     1.7407e-04
 2252.000 0.00018092    -1.9750e-04
 2253.000 0.00016724     1.0142e-04
 2254.000 0.00017590    -7.4155e-05
 2255.000 0.00015371     1.0099e-05
 2256.000 0.00014401     1.0870e-04
 2257.000 0.00018307    -1.5234e-04
 2258.000 0.00015366     8.9848e-05
 2259.000 0.00015338    -3.2271e-05
 2260.000 0.00015699     6.2575e-05
 2261.000 0.00017720    -1.1843e-04
 2262.000 0.00014262     8.2403e-05
 2263.000 0.00013952    -2.2302e-05
 2264.000 0.00013513    -9.3323e-07
 2265.000 0.00013384     4.4635e-05
 2266.000 0.00014996    -7.3149e-05
 2267.000 0.00015017     1.5250e-04
 2268.000 0.00019591    -2.6367e-04
 2269.000 0.00013677     2.7289e-04
 2270.000 0.00018908    -1.5918e-04
 2271.000 0.00017571    -3.0228e-05
 2272.000 0.00014650     1.8506e-04
 2273.000 0.00019655    -2.3444e-04
 2274.000 0.00014680     1.5390e-04
 2275.000 0.00014865    -7.1552e-05
 2276.000 0.00014936     1.2547e-04
 2277.000 0.00019040    -1.8834e-04
 2278.000 0.00015401     1.6333e-04
 2279.000 0.00017880    -9.7889e-05
 2280.000 0.00016791     1.4147e-05
 2281.000 0.00015285     1.6280e-05
 2282.000 0.00014262    -5.0287e-05
 2283.000 0.00013175     1.8103e-04
 2284.000 0.00019869    -2.0697e-04
 2285.000 0.00017048     7.5947e-05
 2286.000 0.00015990     8.9606e-06
 2287.000 0.00016628    -1.0030e-05
 2288.000 0.00016869     7.3376e-06
 2289.000 0.00017223    -1.2541e-05
 2290.000 0.00016010    -5.1195e-05
 2291.000 0.00014352     1.9062e-04
 2292.000 0.00020268    -2.5684e-04
 2293.000 0.00015258     1.8119e-04
 2294.000 0.00018766     4.3147e-05
 2295.000 0.00023585    -2.7512e-04
 2296.000 0.00015637     2.9132e-04
 2297.000 0.00019768    -1.6542e-04
 2298.000 0.00018259     3.1942e-05
 2299.000 0.00016253     7.8259e-06
 2300.000 0.00015318     1.0139e-06
 2301.000 0.00014866     1.7098e-05
 2302.000 0.00015196    -2.2488e-05
 2303.000 0.00015491     7.0752e-05
 2304.000 0.00017735    -1.4358e-04
 2305.000 0.00013789     1.3217e-04
 2306.000 0.00015657    -3.6253e-05
 2307.000 0.00016239    -6.4315e-05
 2308.000 0.00013821     1.1351e-04
 2309.000 0.00015733    -1.2994e-04
 2310.000 0.00012901     1.2159e-04
 2311.000 0.00014875    -6.8074e-05
 2312.000 0.00013605    -4.3936e-05
 2313.000 0.00010661     1.4338e-04
 2314.000 0.00014717    -1.0958e-04
 2315.000 0.00015151     7.7612e-05
 2316.000 0.00017857    -6.4550e-05
 2317.000 0.00016963    -3.5411e-05
 2318.000 0.00013373     4.4435e-05
 2319.000 0.00012503     2.0869e-05
 2320.000 0.00014978     7.2787e-05
 2321.000 0.00019069    -2.1506e-04
 2322.000 0.00013019     1.7898e-04
 2323.000 0.00016153     5.0180e-05
 2324.000 0.00021932    -2.2100e-04
 2325.000 0.00016630     1.6896e-04
 2326.000 0.00017028    -1.1285e-04
 2327.000 0.00016259     2.1241e-04
 2328.000 0.00020116    -4.5921e-04
 2329.000 0.00005923     5.4145e-04
 2330.000 0.00015137    -3.0217e-04
 2331.000 0.00015129     1.1389e-04
 2332.000 0.00016643    -6.2084e-05
 2333.000 0.00017188     7.6302e-05
 2334.000 0.00019245    -1.5240e-04
 2335.000 0.00014630     1.3299e-04
 2336.000 0.00016213    -7.6761e-06
 2337.000 0.00017773    -1.0367e-04
 2338.000 0.00014108     1.0884e-04
 2339.000 0.00016568     3.5817e-05
 2340.000 0.00020929    -1.3804e-04
 2341.000 0.00018869     1.3110e-04
 2342.000 0.00020117    -1.8787e-04
 2343.000 0.00014990     2.3788e-04
 2344.000 0.00017427    -3.0982e-04
 2345.000 0.00009232     3.6347e-04
 2346.000 0.00016486    -2.1712e-04
 2347.000 0.00015320    -1.9287e-07
 2348.000 0.00013357     1.7007e-04
 2349.000 0.00017315    -3.2483e-04
 2350.000 0.00010086     4.5803e-04
 2351.000 0.00019886    -4.8554e-04
 2352.000 0.00010553     3.3615e-04
 2353.000 0.00015328    -1.2575e-05
 2354.000 0.00021338    -2.1175e-04
 2355.000 0.00015083     1.2368e-04
 2356.000 0.00014102     3.3490e-05
 2357.000 0.00017055    -2.1595e-05
 2358.000 0.00017145    -1.1889e-04
 2359.000 0.00012812     2.3177e-04
 2360.000 0.00019638    -1.3865e-04
 2361.000 0.00019256    -1.0965e-04
 2362.000 0.00013732     2.6872e-04
 2363.000 0.00018353    -3.5652e-04
 2364.000 0.00012008     4.9941e-04
 2365.000 0.00023135    -5.9278e-04
 2366.000 0.00011296     4.9375e-04
 2367.000 0.00017173    -3.1928e-04
 2368.000 0.00013003     1.8053e-04
 2369.000 0.00014998    -3.2957e-05
 2370.000 0.00017847     2.5331e-06
 2371.000 0.00020264    -3.0959e-06
 2372.000 0.00019368    -1.8893e-04
 2373.000 0.00010170     2.6069e-04
 2374.000 0.00013782    -8.5246e-05
 2375.000 0.00015888    -1.0072e-05
 2376.000 0.00014924    -5.8668e-05
 2377.000 0.00012987     1.8636e-04
 2378.000 0.00019313    -1.9100e-04
 2379.000 0.00017183     7.0280e-05
 2380.000 0.00017482     5.5622e-05
 2381.000 0.00020649    -1.2069e-04
 2382.000 0.00016894     1.1810e-05
 2383.000 0.00012577     3.9729e-05
 2384.000 0.00012529     8.5414e-05
 2385.000 0.00016187    -1.5902e-04
 2386.000 0.00014163     2.0976e-04
 2387.000 0.00018706    -2.8601e-04
 2388.000 0.00011955     2.5665e-04
 2389.000 0.00014704    -1.7057e-04
 2390.000 0.00011778     8.5147e-05
 2391.000 0.00010865    -4.9234e-05
 2392.000 0.00010054     1.1791e-04
 2393.000 0.00014491    -1.0752e-04
 2394.000 0.00013038    -4.1245e-05
 2395.000 0.00010290     1.9479e-04
 2396.000 0.00017391    -1.4699e-04
 2397.000 0.00017490    -2.6950e-05
 2398.000 0.00014660     7.9050e-05
 2399.000 0.00016257    -2.3631e-05
 2400.000 0.00017864     1.6075e-05
 2401.000 0.00019604    -3.2690e-05
 2402.000 0.00018447    -5.9133e-05
 2403.000 0.00013768     5.7904e-05
 2404.000 0.00013258     7.7658e-05
 2405.000 0.00016777    -1.2680e-04
 2406.000 0.00015830     1.6157e-04
 2407.000 0.00020681    -1.7160e-04
 2408.000 0.00016298    -2.9223e-05
 2409.000 0.00010591     2.0905e-04
 2410.000 0.00016137    -1.3179e-04
 2411.000 0.00017639     7.5458e-05
 2412.000 0.00019105    -1.7221e-04
 2413.000 0.00013406     1.8346e-04
 2414.000 0.00015818    -7.4990e-05
 2415.000 0.00015868    -2.5222e-05
 2416.000 0.00015053     1.2398e-04
 2417.000 0.00019550    -1.5197e-04
 2418.000 0.00018567     1.5512e-04
 2419.000 0.00020463    -2.9576e-04
 2420.000 0.00011504     3.7661e-04
 2421.000 0.00019526    -1.9183e-04
 2422.000 0.00019905    -6.7884e-05
 2423.000 0.00015411     1.7098e-04
 2424.000 0.00018210    -1.7847e-04
 2425.000 0.00014790     1.6974e-04
 2426.000 0.00016639    -1.8437e-04
 2427.000 0.00014252     3.1358e-04
 2428.000 0.00021786    -4.7468e-04
 2429.000 0.00009769     4.1207e-04
 2430.000 0.00013057    -2.5530e-04
 2431.000 0.00009724     2.1186e-04
 2432.000 0.00015788    -2.8324e-05
 2433.000 0.00018838    -2.7940e-04
 2434.000 0.00010515     4.6356e-04
 2435.000 0.00019624    -5.2892e-04
 2436.000 0.00009387     4.9136e-04
 2437.000 0.00016312    -4.0681e-04
 2438.000 0.00010572     3.7598e-04
 2439.000 0.00017136    -3.5886e-04
 2440.000 0.00009727     2.2108e-04
 2441.000 0.00011470     2.3664e-05
 2442.000 0.00017260    -7.2914e-05
 2443.000 0.00016815    -1.0611e-04
 2444.000 0.00011755     2.2044e-04
 2445.000 0.00015495    -2.4766e-04
 2446.000 0.00009736     2.0027e-04
 2447.000 0.00014011     4.8621e-05
 2448.000 0.00021660    -1.9232e-04
 2449.000 0.00019719     1.4524e-04
 2450.000 0.00022360    -1.1372e-04
 2451.000 0.00019640    -1.2007e-05
 2452.000 0.00015918     1.0163e-04
 2453.000 0.00017214    -9.3433e-05
 2454.000 0.00015057     6.4921e-05
 2455.000 0.00015555    -6.9498e-06
 2456.000 0.00015891    -4.6841e-05
 2457.000 0.00014369     8.2835e-05
 2458.000 0.00016643    -5.6740e-05
 2459.000 0.00016254    -1.5657e-05
 2460.000 0.00013682    -1.1613e-05
 2461.000 0.00012507     1.4593e-04
 2462.000 0.00017958    -1.7454e-04
 2463.000 0.00015252     6.2829e-05
 2464.000 0.00016067     1.3449e-04
 2465.000 0.00020445    -3.8700e-04
 2466.000 0.00009020     4.6534e-04
 2467.000 0.00017644    -2.7141e-04
 2468.000 0.00016444     3.0861e-05
 2469.000 0.00013183     2.4304e-05
 2470.000 0.00013231     7.0461e-05
 2471.000 0.00016883    -8.9909e-05
 2472.000 0.00016032     1.8994e-05
 2473.000 0.00014035    -5.4828e-05
 2474.000 0.00011811     1.8670e-04
 2475.000 0.00016812    -2.5846e-04
 2476.000 0.00012795     3.0605e-04
 2477.000 0.00020513    -2.6166e-04
 2478.000 0.00016800     5.4712e-05
 2479.000 0.00013492     6.7107e-05
 2480.000 0.00015065    -3.0282e-05
 2481.000 0.00015603    -8.0802e-06
 2482.000 0.00014265    -4.9957e-05
 2483.000 0.00011075     9.6790e-05
 2484.000 0.00014324     4.9138e-05
 2485.000 0.00018501    -2.3766e-04
 2486.000 0.00012705     3.0314e-04
 2487.000 0.00018427    -2.8380e-04
 2488.000 0.00014814     2.7196e-04
 2489.000 0.00020137    -2.6787e-04
 2490.000 0.00015489     2.0128e-04
 2491.000 0.00016752    -1.8257e-04
 2492.000 0.00010587     8.3341e-05
 2493.000 0.00010415     2.0879e-04
 2494.000 0.00020191    -3.2163e-04
 2495.000 0.00016020     2.4091e-04
 2496.000 0.00019707    -1.7052e-04
 2497.000 0.00017012     5.8255e-05
 2498.000 0.00015791     2.5942e-05
 2499.000 0.00016442    -4.9704e-05
 2500.000 0.00015952     1.0441e-04
 2501.000 0.00019258    -1.4019e-04
 2502.000 0.00015093     8.1004e-06
 2503.000 0.00012009     1.7265e-04
 2504.000 0.00017963    -1.5643e-04
 2505.000 0.00017286     5.5203e-05
 2506.000 0.00015986    -1.0176e-04
 2507.000 0.00011943     1.8727e-04
 2508.000 0.00015871    -1.6904e-04
 2509.000 0.00012330     4.0767e-05
 2510.000 0.00011088     1.4391e-04
 2511.000 0.00016758    -2.0170e-04
 2512.000 0.00013103     1.0340e-04
 2513.000 0.00012336    -3.8621e-05
 2514.000 0.00012124     8.4385e-05
 2515.000 0.00015262    -9.7917e-05
 2516.000 0.00016721     2.0654e-04
 2517.000 0.00022625    -4.6156e-04
 2518.000 0.00008927     4.6357e-04
 2519.000 0.00014408    -2.4197e-04
 2520.000 0.00013707     1.3338e-04
 2521.000 0.00015141    -1.6345e-04
 2522.000 0.00011921     2.4119e-04
 2523.000 0.00018414    -2.1853e-04
 2524.000 0.00016363     1.2027e-04
 2525.000 0.00016809    -1.1274e-04
 2526.000 0.00013587     1.1061e-04
 2527.000 0.00015641    -1.3151e-05
 2528.000 0.00017799    -5.1767e-05
 2529.000 0.00013825    -1.4770e-04
 2530.000 0.00006707     4.5392e-04
 2531.000 0.00019712    -4.6062e-04
 2532.000 0.00013460     2.3312e-04
 2533.000 0.00013979    -6.5594e-05
 2534.000 0.00013783    -1.3641e-05
 2535.000 0.00012525     5.6436e-05
 2536.000 0.00014264    -3.2284e-05
 2537.000 0.00014506    -1.7118e-05
 2538.000 0.00013849     4.6818e-05
 2539.000 0.00015100    -5.5674e-05
 2540.000 0.00013765     2.0717e-05
 2541.000 0.00013488     3.6288e-05
 2542.000 0.00012086    -2.3337e-04
 2543.000 0.00002824     4.2558e-04
 2544.000 0.00015105    -1.7638e-04
 2545.000 0.00020362    -1.4152e-04
 2546.000 0.00014774     9.1737e-05
 2547.000 0.00014220     7.6605e-05
 2548.000 0.00018189    -1.2678e-04
 2549.000 0.00016301     7.9091e-05
 2550.000 0.00017001    -3.4307e-05
 2551.000 0.00017526     4.7635e-05
 2552.000 0.00019718    -5.6214e-05
 2553.000 0.00016810    -1.2878e-04
 2554.000 0.00009911     3.3187e-04
 2555.000 0.00017528    -3.2774e-04
 2556.000 0.00013592     2.8592e-04
 2557.000 0.00018980    -2.5648e-04
 2558.000 0.00014474     1.4637e-04
 2559.000 0.00013899    -9.3156e-05
 2560.000 0.00011528     1.1849e-04
 2561.000 0.00015108    -2.3743e-05
 2562.000 0.00016908    -1.3032e-04
 2563.000 0.00013555     2.3583e-04
 2564.000 0.00019596    -2.4937e-04
 2565.000 0.00015597     1.5925e-04
 2566.000 0.00015470    -1.5529e-04
 2567.000 0.00011511     2.3201e-04
 2568.000 0.00017196    -1.9409e-04
 2569.000 0.00016089     1.3685e-04
 2570.000 0.00016786    -2.4507e-04
 2571.000 0.00009255     3.4975e-04
 2572.000 0.00017354    -2.1611e-04
 2573.000 0.00016539    -2.0130e-05
 2574.000 0.00013159     1.4273e-04
 2575.000 0.00014845    -2.4685e-04
 2576.000 0.00009867     4.4482e-04
 2577.000 0.00022232    -4.9185e-04
 2578.000 0.00013414     2.5159e-04
 2579.000 0.00013695     3.1428e-05
 2580.000 0.00017264    -1.8002e-04
 2581.000 0.00013000     2.1868e-04
 2582.000 0.00017694    -1.5720e-04
 2583.000 0.00016485     5.5961e-05
 2584.000 0.00016498     6.6809e-06
 2585.000 0.00017357    -3.1924e-05
 2586.000 0.00017257     6.3477e-05
 2587.000 0.00018177    -1.6078e-04
 2588.000 0.00013564     2.4768e-04
 2589.000 0.00018615    -2.5009e-04
 2590.000 0.00014606     2.0907e-04
 2591.000 0.00018114    -1.3519e-04
 2592.000 0.00016601     3.0414e-05
 2593.000 0.00015788     5.5533e-05
 2594.000 0.00018227    -5.7424e-05
 2595.000 0.00017319    -2.6658e-05
 2596.000 0.00015036     8.1555e-05
 2597.000 0.00015967    -1.0672e-04
 2598.000 0.00015089     2.3680e-04
 2599.000 0.00022334    -3.5310e-04
 2600.000 0.00013832     2.3077e-04
 2601.000 0.00014011    -4.9136e-05
 2602.000 0.00015160     2.3972e-05
 2603.000 0.00015477    -9.6672e-05
 2604.000 0.00012617     1.7210e-04
 2605.000 0.00017336    -1.3697e-04
 2606.000 0.00016740     5.6900e-05
 2607.000 0.00018164     3.0573e-05
 2608.000 0.00019334    -1.9443e-04
 2609.000 0.00011282     1.9384e-04
 2610.000 0.00011709    -7.2194e-05
 2611.000 0.00011355     4.8076e-05
 2612.000 0.00013412     2.4551e-05
 2613.000 0.00016561    -8.0761e-05
 2614.000 0.00016543     1.0847e-04
 2615.000 0.00020407    -1.2021e-04
 2616.000 0.00019088     6.1396e-05
 2617.000 0.00018901    -5.7453e-05
 2618.000 0.00016342     2.6096e-05
 2619.000 0.00014904     2.0328e-05
 2620.000 0.00015427     1.0251e-05
 2621.000 0.00017140     1.0069e-05
 2622.000 0.00017718    -1.1863e-04
 2623.000 0.00012683     1.2766e-04
 2624.000 0.00014093    -5.3205e-06
 2625.000 0.00017874     3.5880e-05
 2626.000 0.00021487    -1.4828e-04
 2627.000 0.00015967     9.2579e-06
 2628.000 0.00010635     1.2253e-04
 2629.000 0.00011417    -1.3253e-04
 2630.000 0.00009579     2.5039e-04
 2631.000 0.00016922    -3.1817e-04
 2632.000 0.00012855     3.3769e-04
 2633.000 0.00019961    -3.6221e-04
 2634.000 0.00012444     2.3378e-04
 2635.000 0.00013588    -5.3248e-05
 2636.000 0.00014885    -1.1608e-05
 2637.000 0.00014094    -2.5598e-05
 2638.000 0.00013570     1.3002e-04
 2639.000 0.00019174    -1.2681e-04
 2640.000 0.00017700    -4.7472e-05
 2641.000 0.00013913     1.7792e-04
 2642.000 0.00018345    -1.7105e-04
 2643.000 0.00014217    -7.2980e-06
 2644.000 0.00008481     1.0377e-04
 2645.000 0.00009844     1.8172e-05
 2646.000 0.00012441    -1.0241e-04
 2647.000 0.00010704     1.3144e-04
 2648.000 0.00015537    -2.9153e-05
 2649.000 0.00018536    -1.2487e-04
 2650.000 0.00014989     1.3587e-04
 2651.000 0.00016686    -1.0398e-04
 2652.000 0.00013479    -1.4204e-05
 2653.000 0.00010306     1.6283e-04
 2654.000 0.00015512    -1.3439e-04
 2655.000 0.00016271     1.0792e-04
 2656.000 0.00017888    -2.4582e-04
 2657.000 0.00010514     3.3588e-04
 2658.000 0.00016591    -2.9065e-04
 2659.000 0.00011600     1.6265e-04
 2660.000 0.00013920     7.8717e-05
 2661.000 0.00020933    -1.9594e-04
 2662.000 0.00018879     1.6101e-04
 2663.000 0.00019595    -2.8189e-04
 2664.000 0.00011083     4.1288e-04
 2665.000 0.00018955    -3.8659e-04
 2666.000 0.00013203     3.1604e-04
 2667.000 0.00017713    -2.6184e-04
 2668.000 0.00013670     2.1814e-04
 2669.000 0.00017144    -1.5969e-04
 2670.000 0.00016093     1.4912e-04
 2671.000 0.00018082    -2.5440e-04
 2672.000 0.00012386     4.0737e-04
 2673.000 0.00021821    -4.6721e-04
 2674.000 0.00013939     4.2245e-04
 2675.000 0.00020275    -3.6952e-04
 2676.000 0.00014646     3.3774e-04
 2677.000 0.00021882    -2.0955e-04
 2678.000 0.00019768    -6.0558e-05
 2679.000 0.00014265     2.4844e-04
 2680.000 0.00020381    -2.3605e-04
 2681.000 0.00017191     1.3741e-04
 2682.000 0.00017826    -8.4085e-05
 2683.000 0.00016591     8.6729e-05
 2684.000 0.00017234    -1.5015e-04
 2685.000 0.00013740     2.6566e-04
 2686.000 0.00019524    -3.5581e-04
 2687.000 0.00012494     3.8876e-04
 2688.000 0.00020489    -2.9771e-04
 2689.000 0.00017527     1.4468e-04
 2690.000 0.00016791    -1.4745e-04
 2691.000 0.00011451     1.6888e-04
 2692.000 0.00012781    -1.2786e-04
 2693.000 0.00010714     1.3873e-04
 2694.000 0.00015187    -3.4661e-05
 2695.000 0.00019419    -1.4547e-05
 2696.000 0.00019368    -1.6413e-04
 2697.000 0.00012022     2.3338e-04
 2698.000 0.00015232    -1.3602e-04
 2699.000 0.00014735     8.8282e-05
 2700.000 0.00015934    -1.1535e-04
 2701.000 0.00013175     1.3563e-04
 2702.000 0.00017305    -1.3826e-05
 2703.000 0.00019844    -1.7578e-04
 2704.000 0.00015054     2.7722e-04
 2705.000 0.00019128    -4.0125e-04
 2706.000 0.00008497     4.4547e-04
 2707.000 0.00015247    -3.3776e-04
 2708.000 0.00011868     2.9784e-04
 2709.000 0.00017648    -3.0405e-04
 2710.000 0.00012290     2.5009e-04
 2711.000 0.00016298    -1.3433e-04
 2712.000 0.00015972     2.7201e-05
 2713.000 0.00016165     5.6666e-05
 2714.000 0.00019228    -8.1665e-05
 2715.000 0.00016418    -8.2386e-05
 2716.000 0.00011328     2.7441e-04
 2717.000 0.00017963    -3.1174e-04
 2718.000 0.00013691     3.1815e-04
 2719.000 0.00019631    -3.4814e-04
 2720.000 0.00011480     2.2893e-04
 2721.000 0.00013284     2.9705e-05
 2722.000 0.00018623    -1.3565e-04
 2723.000 0.00016616     7.2150e-05
 2724.000 0.00017823     3.9893e-05
 2725.000 0.00020371    -1.5126e-04
 2726.000 0.00015993     1.4959e-04
 2727.000 0.00017453    -9.6816e-05
 2728.000 0.00015476     3.1455e-05
 2729.000 0.00014666     4.1014e-05
 2730.000 0.00015500    -9.6873e-05
 2731.000 0.00013024     1.4788e-04
 2732.000 0.00016497    -1.3769e-04
 2733.000 0.00015067     1.0872e-04
 2734.000 0.00017844    -4.4751e-05
 2735.000 0.00019408    -2.4938e-06
 2736.000 0.00018190    -1.1219e-04
 2737.000 0.00013176     2.2351e-04
 2738.000 0.00016385    -2.8847e-04
 2739.000 0.00009512     3.2544e-04
 2740.000 0.00016084    -2.0658e-04
 2741.000 0.00016821     1.5078e-04
 2742.000 0.00021508    -1.5955e-04
 2743.000 0.00017198    -5.2418e-05
 2744.000 0.00011966     3.1390e-04
 2745.000 0.00021303    -3.2904e-04
 2746.000 0.00017089     1.8920e-04
 2747.000 0.00018792    -7.2747e-05
 2748.000 0.00017657    -6.8493e-05
 2749.000 0.00013233     1.4938e-04
 2750.000 0.00014693    -1.7598e-04
 2751.000 0.00010347     2.0619e-04
 2752.000 0.00015766    -6.2864e-05
 2753.000 0.00018990    -8.6432e-05
 2754.000 0.00015913     3.0532e-05
 2755.000 0.00015227     1.0777e-04
 2756.000 0.00019829    -1.4431e-04
 2757.000 0.00017268     3.9708e-05
 2758.000 0.00013209    -1.0440e-04
 2759.000 0.00009244     3.8352e-04
 2760.000 0.00021506    -4.5607e-04
 2761.000 0.00014646     2.9343e-04
 2762.000 0.00015966    -2.2687e-04
 2763.000 0.00011834     2.8692e-04
 2764.000 0.00019326    -2.2338e-04
 2765.000 0.00017279     3.4259e-05
 2766.000 0.00014630     5.0226e-05
 2767.000 0.00013883    -1.2104e-04
 2768.000 0.00011250     3.2079e-04
 2769.000 0.00021423    -3.9374e-04
 2770.000 0.00014946     2.5518e-04
 2771.000 0.00016307    -1.5670e-04
 2772.000 0.00013841     1.4198e-04
 2773.000 0.00017184    -6.2700e-05
 2774.000 0.00018748     2.0775e-06
 2775.000 0.00017125    -1.3683e-04
 2776.000 0.00010853     2.6630e-04
 2777.000 0.00016066    -2.3928e-04
 2778.000 0.00012846     1.8482e-04
 2779.000 0.00015648    -1.3869e-04
 2780.000 0.00014748     1.4780e-04
 2781.000 0.00019374    -1.2096e-04
 2782.000 0.00018190    -1.2562e-05
 2783.000 0.00015739     9.5187e-05
 2784.000 0.00018589    -5.0128e-05
 2785.000 0.00017959    -1.0348e-04
 2786.000 0.00012942     2.0082e-04
 2787.000 0.00015895    -2.2159e-04
 2788.000 0.00011373     2.3704e-04
 2789.000 0.00017950    -6.0615e-05
 2790.000 0.00021689    -1.6486e-04
 2791.000 0.00016964     2.1220e-04
 2792.000 0.00021145    -1.4959e-04
 2793.000 0.00019296     2.4346e-05
 2794.000 0.00017139     3.3723e-05
 2795.000 0.00017503    -7.9781e-06
 2796.000 0.00017930     1.9693e-06
 2797.000 0.00017116    -7.4359e-05
 2798.000 0.00014540     1.8975e-04
 2799.000 0.00020399    -1.7853e-04
 2800.000 0.00018299     4.6823e-05
 2801.000 0.00015495    -5.1006e-05
 2802.000 0.00012585     1.5084e-04
 2803.000 0.00015826    -1.8330e-04
 2804.000 0.00011932     1.5427e-04
 2805.000 0.00013567    -1.0202e-04
 2806.000 0.00012298     7.9584e-05
 2807.000 0.00014595    -2.3545e-06
 2808.000 0.00016875    -7.1186e-05
 2809.000 0.00014231    -8.3405e-06
 2810.000 0.00013168     1.9941e-04
 2811.000 0.00020918    -2.6051e-04
 2812.000 0.00016521     1.1382e-04
 2813.000 0.00013862    -9.0504e-05
 2814.000 0.00010187     1.8723e-04
 2815.000 0.00014381    -1.8628e-04
 2816.000 0.00011237     1.1760e-04
 2817.000 0.00013470     3.8479e-05
 2818.000 0.00018901    -7.9641e-05
 2819.000 0.00018191    -8.8376e-05
 2820.000 0.00014808     2.7276e-04
 2821.000 0.00022032    -3.6626e-04
 2822.000 0.00012979     2.1565e-04
 2823.000 0.00013169     5.8250e-05
 2824.000 0.00017909    -1.7565e-04
 2825.000 0.00013590     1.0079e-04
 2826.000 0.00012862    -1.2066e-05
 2827.000 0.00014958     1.1691e-04
 2828.000 0.00020997    -2.1899e-04
 2829.000 0.00017865     2.0881e-04
 2830.000 0.00021827    -1.9059e-04
 2831.000 0.00018064     9.0063e-05
 2832.000 0.00017906     4.6639e-05
 2833.000 0.00019524    -1.7006e-04
 2834.000 0.00013394     1.6872e-04
 2835.000 0.00015337    -2.0453e-05
 2836.000 0.00019387     3.9509e-05
 2837.000 0.00023277    -1.4718e-04
 2838.000 0.00020606     1.5556e-04
 2839.000 0.00022233    -2.1718e-04
 2840.000 0.00017304     3.1978e-04
 2841.000 0.00022882    -4.3154e-04
 2842.000 0.00013130     4.8657e-04
 2843.000 0.00021430    -4.3163e-04
 2844.000 0.00014490     3.2555e-04
 2845.000 0.00020938    -6.7272e-05
 2846.000 0.00023287    -3.0240e-04
 2847.000 0.00011301     4.1677e-04
 2848.000 0.00019524    -1.5213e-04
 2849.000 0.00022477    -1.2444e-04
 2850.000 0.00018333     2.2406e-04
