# lambda(nm)  coeff spline
 3357.000 0.27979699     2.2386e+00
 3357.500 0.41613901    -2.4307e-01
 3358.000 0.61103100     1.3888e-01
 3358.500 0.80549097    -3.2284e-01
 3359.000 0.92997903    -5.2686e-01
 3359.500 0.95343602     5.5305e-03
 3360.000 0.95416600    -4.0711e-02
 3360.500 0.92727399    -5.0562e-01
 3361.000 0.82828200     3.3277e-01
 3361.500 0.79088402     6.5278e-01
 3362.000 0.86580902    -2.4813e-01
 3362.500 0.88222700    -1.0644e+00
 3363.000 0.73491299     5.7629e-01
 3363.500 0.69373798     1.3066e+00
 3364.000 0.86364198    -7.3683e-01
 3364.500 0.95231700    -3.0878e-01
 3365.000 0.95190299    -1.6617e-01
 3365.500 0.92163700     2.5701e-01
 3366.000 0.93009901     6.7600e-02
 3366.500 0.95062900    -2.3778e-01
 3367.000 0.92596501    -2.0114e-01
 3367.500 0.81978798    -9.1398e-01
 3368.000 0.54377699    -2.1896e-01
 3368.500 0.29110301     2.3499e+00
 3369.000 0.44747299     6.3638e-01
 3369.500 0.76450998    -1.0394e+00
 3370.000 0.91606402    -4.5032e-01
 3370.500 0.93172503    -4.2074e-01
 3371.000 0.84333199    -3.6402e-01
 3371.500 0.72946900     1.2655e+00
 3372.000 0.80686098    -1.0805e-01
 3372.500 0.90346199    -3.7234e-01
 3373.000 0.93654901     7.3090e-02
 3373.500 0.96144998    -1.1648e-01
 3374.000 0.97007602     2.2352e-03
 3374.500 0.97371101    -1.2245e-02
 3375.000 0.97452497    -2.0960e-02
 3375.500 0.96302098    -1.9955e-01
 3376.000 0.90918601    -1.9679e-01
 3376.500 0.83862102     5.8520e-01
 3377.000 0.86367798     1.5092e-01
 3377.500 0.92896003    -2.2348e-01
 3378.000 0.95750499    -1.3870e-01
 3378.500 0.94791299    -1.3702e-01
 3379.000 0.87169403    -9.1228e-01
 3379.500 0.60853100    -7.0051e-01
 3380.000 0.26040199     1.6751e+00
 3380.500 0.23927100     1.8479e+00
 3381.000 0.56974298    -6.2840e-01
 3381.500 0.83105999    -9.9406e-01
 3382.000 0.89872003    -4.3135e-02
 3382.500 0.91038603    -1.7726e-01
 3383.000 0.89391398     7.6859e-02
 3383.500 0.89420700     2.7219e-01
 3384.000 0.92396700    -4.5840e-01
 3384.500 0.88574302    -7.0215e-02
 3385.000 0.83253700     3.7969e-01
 3385.500 0.83612400    -8.5506e-02
 3386.000 0.85524797     3.3522e-01
 3386.500 0.92014802    -1.5676e-01
 3387.000 0.96438497    -2.0409e-01
 3387.500 0.97049600     5.8100e-02
 3388.000 0.97655100    -2.9655e-02
 3388.500 0.97822398    -4.4650e-02
 3389.000 0.97131598     2.3098e-03
 3389.500 0.96473300     4.3211e-02
 3390.000 0.95736402    -1.9402e-01
 3390.500 0.90504003    -3.4606e-01
 3391.000 0.74813598    -9.3166e-01
 3391.500 0.43357900     2.8903e-01
 3392.000 0.20701700     1.8874e+00
 3392.500 0.35367599     1.1186e+00
 3393.000 0.71925497    -1.1077e+00
 3393.500 0.91104698    -8.5858e-01
 3394.000 0.90984398    -8.9848e-02
 3394.500 0.88005698     5.3195e-01
 3395.000 0.92901802    -1.4801e-01
 3395.500 0.96823001    -1.7389e-01
 3396.000 0.97173399    -1.3407e-02
 3396.500 0.96275300    -7.2119e-02
 3397.000 0.93975401    -3.4551e-02
 3397.500 0.92018902     2.9274e-01
 3398.000 0.94655597    -3.4035e-02
 3398.500 0.97414100    -1.2737e-01
 3399.000 0.97914499     1.5519e-03
 3399.500 0.97898501    -2.7773e-03
 3400.000 0.97774601    -1.6339e-02
 3400.500 0.97436202     1.6654e-02
 3401.000 0.97306198    -2.6165e-04
 3401.500 0.97125101    -2.7870e-02
 3402.000 0.96229601    -5.9717e-02
 3402.500 0.90798801    -8.2174e-01
 3403.000 0.70160002    -3.0326e-01
 3403.500 0.44553199     8.4245e-01
 3404.000 0.33925599     5.2847e-01
 3404.500 0.40921301     1.2733e+00
 3405.000 0.68154699    -7.6452e-01
 3405.500 0.84943801    -7.2181e-01
 3406.000 0.86305797    -5.0730e-02
 3406.500 0.83596802    -5.2306e-02
 3407.000 0.82483500     6.4292e-01
 3407.500 0.90232301    -3.9247e-01
 3408.000 0.92150003    -4.7249e-01
 3408.500 0.85638499     2.5942e-01
 3409.000 0.83384299     4.5656e-01
 3409.500 0.89045799    -1.8591e-01
 3410.000 0.92024797    -3.5673e-01
 3410.500 0.89483500     2.8797e-01
 3411.000 0.90999502     1.7860e-01
 3411.500 0.95678902    -2.4315e-01
 3412.000 0.96419799    -1.5123e-01
 3412.500 0.94101900     1.1395e-01
 3413.000 0.93786401     1.7600e-01
 3413.500 0.96214801    -1.5943e-01
 3414.000 0.96544600    -4.1949e-02
 3414.500 0.92746103    -6.6356e-01
 3415.000 0.77088499    -1.4998e-01
 3415.500 0.57502502     3.2067e-01
 3416.000 0.42446199    -4.5570e-02
 3416.500 0.35279900     1.7552e+00
 3417.000 0.58113903     2.2479e-01
 3417.500 0.87067598    -1.1857e+00
 3418.000 0.96423602    -1.8560e-01
 3418.500 0.97620100    -3.0214e-02
 3419.000 0.97575498     8.5951e-03
 3419.500 0.97482002    -1.5900e-02
 3420.000 0.97249103     2.1550e-02
 3420.500 0.97269797    -9.4367e-03
 3421.000 0.97235203     2.9275e-03
 3421.500 0.97278398     1.6396e-02
 3422.000 0.97457999    -3.5775e-02
 3422.500 0.97063202    -1.1151e-02
 3423.000 0.96417803     2.0235e-02
 3423.500 0.95994598    -1.6462e-02
 3424.000 0.95444798     1.5230e-02
 3424.500 0.95083100     6.8534e-04
 3425.000 0.93670398    -2.7021e-01
 3425.500 0.88168401     9.8732e-02
 3426.000 0.84919697     4.1607e-01
 3426.500 0.86892599    -5.0984e-01
 3427.000 0.80390000    -4.1083e-01
 3427.500 0.66449100     3.6797e-01
 3428.000 0.56537002    -9.4147e-02
 3428.500 0.48924100     5.6042e-01
 3429.000 0.54273099     9.6331e-01
 3429.500 0.76451099    -3.7472e-01
 3430.000 0.93381500    -7.2387e-01
 3430.500 0.96744698     1.4077e-02
 3431.000 0.97219300    -2.5698e-02
 3431.500 0.97198600    -3.0156e-02
 3432.000 0.96906102     8.1090e-02
 3432.500 0.97708797    -3.1357e-02
 3433.000 0.98140198    -4.4773e-02
 3433.500 0.97560900    -3.2118e-02
 3434.000 0.96549302     6.9491e-02
 3434.500 0.96581602     4.6873e-03
 3435.000 0.96328598    -1.5671e-01
 3435.500 0.94052798     1.3670e-01
 3436.000 0.93690002     6.9054e-02
 3436.500 0.94671100    -9.0377e-02
 3437.000 0.94716901     6.7981e-02
 3437.500 0.95411801    -2.5765e-02
 3438.000 0.95675898    -6.8316e-02
 3438.500 0.94665402    -6.8720e-03
 3439.000 0.91560900    -4.0676e-01
 3439.500 0.81972599     7.7789e-02
 3440.000 0.72503000     1.2409e-01
 3440.500 0.67797798     5.6930e-01
 3441.000 0.71656698    -3.4591e-01
 3441.500 0.75121897     7.1985e-01
 3442.000 0.87584198    -3.7419e-01
 3442.500 0.95231301    -3.7873e-01
 3443.000 0.95534199     1.2652e-01
 3443.500 0.96331799    -8.6239e-03
 3444.000 0.97450203    -1.5033e-02
 3444.500 0.98124099    -3.7926e-02
 3445.000 0.97706199    -9.5296e-02
 3445.500 0.94714600    -1.9858e-01
 3446.000 0.89491802     3.5412e-01
 3446.500 0.90345699     2.4050e-01
 3447.000 0.95429498    -3.0094e-01
 3447.500 0.95168197    -3.1958e-01
 3448.000 0.89984602     3.9791e-01
 3448.500 0.90426099     7.7981e-02
 3449.000 0.93356800    -1.1242e-01
 3449.500 0.94850802     2.6891e-02
 3450.000 0.96255398    -1.6603e-02
 3450.500 0.96930897    -1.3546e-01
 3451.000 0.94260502    -2.4456e-01
 3451.500 0.87820101     2.0892e-01
 3452.000 0.84668201     1.9814e-01
 3452.500 0.84750599    -2.2523e-01
 3453.000 0.82600403     1.6696e-01
 3453.500 0.80561602    -4.1588e-01
 3454.000 0.75762802     8.3415e-01
 3454.500 0.83305401     4.1225e-02
 3455.000 0.91984099    -7.2638e-01
 3455.500 0.90373200     3.9480e-01
 3456.000 0.92618501     7.2657e-02
 3456.500 0.96877402    -2.0217e-01
 3457.000 0.98038101    -7.5533e-03
 3457.500 0.98244703     3.3977e-03
 3458.000 0.98440897    -8.5354e-03
 3458.500 0.98469698    -9.4307e-03
 3459.000 0.98317802     2.8908e-03
 3459.500 0.98085701    -2.1381e-02
 3460.000 0.97646600     3.2955e-02
 3460.500 0.97688502     5.0030e-03
 3461.000 0.97544903    -9.7487e-02
 3461.500 0.95781302    -3.8538e-03
 3462.000 0.94476402     2.2299e-01
 3462.500 0.96235102    -1.5284e-01
 3463.000 0.96234202    -3.3918e-02
 3463.500 0.94967699    -1.5230e-02
 3464.000 0.93032700    -6.5603e-02
 3464.500 0.89774698    -3.9880e-02
 3465.000 0.86077702     1.1976e-01
 3465.500 0.83788699    -1.0125e-01
 3466.000 0.81365800     2.5311e-01
 3466.500 0.83367300     1.5066e-01
 3467.000 0.88832903    -2.4356e-02
 3467.500 0.93273401    -2.9926e-01
 3468.000 0.93443501     1.9650e-01
 3468.500 0.95520401    -2.9093e-02
 3469.000 0.97578299    -8.4686e-02
 3469.500 0.98128301     5.9414e-03
 3470.000 0.98324502    -2.3992e-02
 3470.500 0.98160100     3.4822e-03
 3471.000 0.97902399    -1.2328e-02
 3471.500 0.97395903    -1.3879e-02
 3472.000 0.96572399    -8.2354e-03
 3472.500 0.95853102     7.1831e-02
 3473.000 0.96014100    -6.7817e-02
 3473.500 0.94575799    -1.8440e-01
 3474.000 0.91043800     3.0292e-01
 3474.500 0.92182398     9.3679e-02
 3475.000 0.94858599    -3.0861e-01
 3475.500 0.93656600     2.0998e-01
 3476.000 0.94355702    -7.5046e-02
 3476.500 0.94170302    -1.2208e-01
 3477.000 0.91961998     7.7850e-02
 3477.500 0.90771800     5.5020e-02
 3478.000 0.90566802    -6.1483e-02
 3478.500 0.90342700     1.8633e-01
 3479.000 0.92573899    -9.4557e-02
 3479.500 0.93771398    -5.6189e-02
 3480.000 0.93958402     7.6792e-02
 3480.500 0.94976097    -5.1614e-02
 3481.000 0.95636803     4.3987e-02
 3481.500 0.96604401    -5.0681e-02
 3482.000 0.96752101    -3.8039e-02
 3482.500 0.96149600     2.2789e-02
 3483.000 0.95899898     3.1555e-02
 3483.500 0.96392798     2.9216e-02
 3484.000 0.97460800    -1.0396e-02
 3484.500 0.98247898    -5.5050e-02
 3485.000 0.97441602    -1.5182e-01
 3485.500 0.94289201     9.9257e-02
 3486.000 0.92979997     1.9716e-01
 3486.500 0.94935697    -1.0430e-01
 3487.000 0.95439798    -1.2832e-01
 3487.500 0.93528599     3.7926e-02
 3488.000 0.92308003     1.4236e-01
 3488.500 0.92473298    -2.7477e-01
 3489.000 0.89880300     2.9473e-01
 3489.500 0.91065699     2.6829e-03
 3490.000 0.92931700    -1.4211e-01
 3490.500 0.92871398     1.0346e-01
 3491.000 0.94037700     2.2672e-02
 3491.500 0.95883101    -3.1161e-02
 3492.000 0.96768099    -1.2853e-01
 3492.500 0.95523202     3.4089e-02
 3493.000 0.94520199     5.0223e-02
 3493.500 0.94317698    -4.2860e-02
 3494.000 0.93868899     6.2106e-02
 3494.500 0.94585598     7.4156e-02
 3495.000 0.96606702    -4.5671e-02
 3495.500 0.97985500    -4.5626e-02
 3496.000 0.98248303    -3.9664e-02
 3496.500 0.97655499    -1.0620e-03
 3497.000 0.97150600     6.5010e-02
 3497.500 0.97533500    -4.5905e-02
 3498.000 0.96907300    -1.2358e-01
 3498.500 0.94371402     8.1879e-02
 3499.000 0.93516499     1.9950e-01
 3499.500 0.95284700    -2.5032e-01
 3500.000 0.94277900     1.3578e-01
 3500.500 0.94955301     1.1141e-01
 3501.000 0.97383898    -1.6113e-01
 3501.500 0.97559798    -7.5188e-03
 3502.000 0.97069597     3.1346e-02
 3502.500 0.96755701    -7.5553e-02
 3503.000 0.94838399    -1.1395e-01
 3503.500 0.91274500     1.3618e-01
 3504.000 0.90744197     2.9730e-01
 3504.500 0.95075101    -1.5869e-01
 3505.000 0.97600901    -9.5749e-02
 3505.500 0.97849703    -4.7913e-03
 3506.000 0.97768599     3.5736e-02
 3506.500 0.98156399    -2.5617e-02
 3507.000 0.98119003    -3.5317e-02
 3507.500 0.97481298     2.2809e-02
 3508.000 0.97305501     5.4938e-02
 3508.500 0.97938299    -4.8497e-02
 3509.000 0.97695798    -7.1021e-02
 3509.500 0.96483302     9.9784e-02
 3510.000 0.96734601     2.3195e-02
 3510.500 0.97300500    -1.1706e-01
 3511.000 0.95291901    -1.7283e-01
 3511.500 0.91586602     4.0116e-01
 3512.000 0.93892598     1.0892e-02
 3512.500 0.97368503    -1.6395e-01
 3513.000 0.98086202    -1.7061e-02
 3513.500 0.97746402    -2.1606e-02
 3514.000 0.96966702    -2.0896e-03
 3514.500 0.96359497     7.1364e-02
 3515.000 0.96969098     8.6675e-03
 3515.500 0.97779500    -5.7841e-02
 3516.000 0.97718602     1.3585e-02
 3516.500 0.97671503     6.8110e-03
 3517.000 0.97775501    -4.5660e-03
 3517.500 0.97827500    -1.0268e-03
 3518.000 0.97877800     8.2656e-03
 3518.500 0.97902203    -3.8251e-02
 3519.000 0.97373497     1.1994e-02
 3519.500 0.97020799     3.2519e-02
 3520.000 0.97110897    -3.5797e-02
 3520.500 0.96746999     1.7097e-03
 3521.000 0.96511102     5.9678e-02
 3521.500 0.97273201    -9.0363e-04
 3522.000 0.98044997    -5.3736e-02
 3522.500 0.97816902    -2.4125e-02
 3523.000 0.97127903     3.9620e-02
 3523.500 0.97108901     2.6445e-02
 3524.000 0.97682601    -3.1512e-03
 3524.500 0.98187202    -3.0424e-02
 3525.000 0.98048902    -2.9449e-02
 3525.500 0.97305101     2.9010e-03
 3526.000 0.96632099     3.4837e-02
 3526.500 0.96035099    -1.2401e-01
 3527.000 0.93821299     7.3162e-02
 3527.500 0.93049997     1.7756e-01
 3528.000 0.95095599    -1.0735e-01
 3528.500 0.95847100    -5.8757e-02
 3529.000 0.95726800     1.3314e-01
 3529.500 0.97274899    -7.3391e-02
 3530.000 0.97930300    -5.3824e-02
 3530.500 0.96801102    -1.3962e-01
 3531.000 0.93929702     1.9416e-01
 3531.500 0.94032699     7.6833e-02
 3532.000 0.95880997    -8.2620e-02
 3532.500 0.96148902    -1.2565e-01
 3533.000 0.93951601    -6.4380e-03
 3533.500 0.92364502     2.9785e-01
 3534.000 0.95255703    -1.1016e-01
 3534.500 0.96448201    -2.6488e-01
 3535.000 0.91537303    -2.9513e-01
 3535.500 0.82582498     4.7486e-01
 3536.000 0.82370198     4.9389e-01
 3536.500 0.90958202    -3.3834e-01
 3537.000 0.95604497    -8.6555e-02
 3537.500 0.97232801    -3.9763e-02
 3538.000 0.96823800    -2.4335e-01
 3538.500 0.91980898    -5.0984e-02
 3539.000 0.86704898     3.4334e-01
 3539.500 0.87406498     1.1225e-01
 3540.000 0.90748602    -1.5860e-01
 3540.500 0.91207600    -1.6979e-01
 3541.000 0.89147502     2.3317e-01
 3541.500 0.90376699     2.6538e-02
 3542.000 0.92139697    -2.1121e-01
 3542.500 0.90758097     6.3594e-02
 3543.000 0.90140200     1.4012e-01
 3543.500 0.91927999    -4.6708e-02
 3544.000 0.93589598     1.6422e-02
 3544.500 0.94523400    -1.9365e-01
 3545.000 0.92693502     9.4901e-02
 3545.500 0.92009801     8.9138e-02
 3546.000 0.93162102    -1.0811e-02
 3546.500 0.94457400    -1.1573e-02
 3547.000 0.94566798    -2.2751e-01
 3547.500 0.91207403     8.9113e-02
 3548.000 0.90012002     3.9042e-01
 3548.500 0.94788301    -2.1758e-01
 3549.000 0.96985298    -1.3915e-01
 3549.500 0.95747399    -5.0206e-02
 3550.000 0.93962902     2.0879e-01
 3550.500 0.95304698    -3.4637e-02
 3551.000 0.96606499    -7.9838e-02
 3551.500 0.96481502     1.1558e-02
 3552.000 0.96002197    -5.1429e-02
 3552.500 0.95207202     1.1839e-01
 3553.000 0.95666701    -1.2106e-01
 3553.500 0.94068599    -1.2797e-01
 3554.000 0.90969002     2.7259e-01
 3554.500 0.91708601    -4.0970e-02
 3555.000 0.92925799     5.9174e-03
 3555.500 0.94301200     5.5269e-02
 3556.000 0.96233398    -9.3363e-02
 3556.500 0.96688199    -3.6394e-02
 3557.000 0.96239299     2.2051e-02
 3557.500 0.95998698    -1.8177e-03
 3558.000 0.95933801     2.7389e-02
 3558.500 0.96275300    -1.0201e-02
 3559.000 0.96148503    -9.8975e-02
 3559.500 0.94142902    -4.4813e-02
 3560.000 0.91898102     2.2082e-01
 3560.500 0.93485600     8.1293e-02
 3561.000 0.96656901    -1.6588e-01
 3561.500 0.97379303    -5.5130e-03
 3562.000 0.97397000     1.8802e-02
 3562.500 0.97678101    -6.4767e-03
 3563.000 0.97754103    -4.2119e-02
 3563.500 0.96969301    -3.1640e-02
 3564.000 0.95083600    -9.5535e-02
 3564.500 0.92131299     1.5780e-01
 3565.000 0.91934502     1.2567e-01
 3565.500 0.93723500    -1.8390e-01
 3566.000 0.93173099     4.8453e-02
 3566.500 0.92361403    -7.2628e-02
 3567.000 0.90508300    -7.8783e-03
 3567.500 0.89648402     3.4251e-01
 3568.000 0.93823999    -1.5364e-01
 3568.500 0.95985401    -2.1134e-01
 3569.000 0.93780798    -4.8821e-02
 3569.500 0.91264302     3.3178e-01
 3570.000 0.93801802    -6.5322e-02
 3570.500 0.96041799    -1.4189e-01
 3571.000 0.95141298    -1.2084e-01
 3571.500 0.92122000     1.1673e-01
 3572.000 0.91026402     1.1561e-01
 3572.500 0.92289799    -1.3005e-02
 3573.000 0.92904502    -2.1927e-01
 3573.500 0.89894301     2.0125e-02
 3574.000 0.87286299     2.3530e-01
 3574.500 0.88668197    -3.7636e-03
 3575.000 0.90713602    -6.1007e-02
 3575.500 0.91637498    -2.1369e-02
 3576.000 0.92188603     5.7012e-02
 3576.500 0.93624198     5.5990e-03
 3577.000 0.95034301    -8.5526e-02
 3577.500 0.94944900    -2.3375e-02
 3578.000 0.94520998     9.8744e-02
 3578.500 0.95483601    -3.8842e-02
 3579.000 0.95673901    -1.2873e-01
 3579.500 0.94144797     1.4110e-01
 3580.000 0.94623399     4.6165e-02
 3580.500 0.95086700    -3.2944e-01
 3581.000 0.90609199     8.5790e-02
 3581.500 0.87620598     3.4361e-01
 3582.000 0.90544897    -4.1147e-02
 3582.500 0.94029498    -4.4553e-02
 3583.000 0.96089399    -1.2257e-01
 3583.500 0.95774603    -3.5101e-02
 3584.000 0.94393402     7.0349e-03
 3584.500 0.93271601     6.9217e-02
 3585.000 0.93028200    -7.3088e-02
 3585.500 0.91599000    -6.1456e-02
 3586.000 0.90220702     3.3113e-01
 3586.500 0.93131000    -2.3379e-01
 3587.000 0.92801303    -1.7357e-01
 3587.500 0.90230697     3.9024e-01
 3588.000 0.93142802    -7.1537e-02
 3588.500 0.95992398    -1.1909e-01
 3589.000 0.96293300    -6.3779e-02
 3589.500 0.95184797     3.5953e-02
 3590.000 0.94610202     4.8105e-02
 3590.500 0.94800001    -4.4919e-02
 3591.000 0.94488800     1.1329e-02
 3591.500 0.94079602    -2.3916e-02
 3592.000 0.93441701     2.9447e-02
 3592.500 0.93293297     2.3609e-02
 3593.000 0.93569303    -2.2024e-02
 3593.500 0.93869102     7.0196e-02
 3594.000 0.95289201     1.0111e-02
 3594.500 0.96747202    -1.0154e-01
 3595.000 0.96534002    -5.0200e-03
 3595.500 0.96094197     6.7240e-02
 3596.000 0.96495599    -6.2049e-02
 3596.500 0.95736098    -9.7661e-02
 3597.000 0.93769401     1.6297e-01
 3597.500 0.94381601     6.4732e-02
 3598.000 0.96311301    -1.0569e-01
 3598.500 0.96654302    -2.2770e-02
 3599.000 0.96284401     2.5677e-02
 3599.500 0.96127099    -2.8913e-02
 3600.000 0.95201200    -9.4488e-02
 3600.500 0.93359601     1.8710e-01
 3601.000 0.94421202     4.2864e-02
 3601.500 0.96500403    -1.1433e-01
 3602.000 0.96939600     2.0856e-02
 3602.500 0.97193003    -1.3686e-02
 3603.000 0.97244900    -1.4473e-02
 3603.500 0.97073901     1.8085e-02
 3604.000 0.96919602    -5.3856e-02
 3604.500 0.95520902    -1.0132e-01
 3605.000 0.92981398     1.8533e-01
 3605.500 0.93277103     4.0465e-02
 3606.000 0.94150400    -2.0856e-01
 3606.500 0.91554499    -3.8827e-02
 3607.000 0.87912703     1.1285e-01
 3607.500 0.86399299     9.8229e-02
 3608.000 0.87900501     2.1774e-01
 3608.500 0.92855000    -1.4039e-01
 3609.000 0.95978600    -9.5595e-02
 3609.500 0.96615601    -7.4013e-02
 3610.000 0.95806199     4.4511e-02
 3610.500 0.95651698     5.3145e-02
 3611.000 0.96147299    -1.0107e-01
 3611.500 0.95055401    -2.9881e-02
 3612.000 0.93559301     1.2358e-01
 3612.500 0.94119298     2.9022e-02
 3613.000 0.94892299    -1.8855e-01
 3613.500 0.93386400     1.7823e-01
 3614.000 0.94298702     5.6003e-02
 3614.500 0.96446502    -1.0572e-01
 3615.000 0.97117299     1.2400e-02
 3615.500 0.97450298    -2.4952e-02
 3616.000 0.97314298    -2.5154e-02
 3616.500 0.96346599    -7.4041e-02
 3617.000 0.94497800     1.0985e-01
 3617.500 0.94591802     1.0090e-01
 3618.000 0.96467102    -8.5950e-02
 3618.500 0.97243398    -2.0863e-02
 3619.000 0.97224200    -2.1518e-02
 3619.500 0.96769202     2.3434e-03
 3620.000 0.96507901     5.8632e-02
 3620.500 0.96976501    -6.1695e-02
 3621.000 0.96647000    -3.3973e-03
 3621.500 0.96352601     8.3708e-02
 3622.000 0.97240901    -4.7587e-02
 3622.500 0.97567201    -2.8239e-02
 3623.000 0.97226399     4.3949e-04
 3623.500 0.96879202     2.4946e-02
 3624.000 0.96940702    -2.1371e-03
 3624.500 0.96934003    -3.2766e-02
 3625.000 0.95900601    -1.1321e-01
 3625.500 0.93247199     9.6799e-02
 3626.000 0.92236900     1.2036e-01
 3626.500 0.93082899    -1.3271e-01
 3627.000 0.91601402    -1.4811e-01
 3627.500 0.88513100     3.3953e-01
 3628.000 0.90949899     1.1601e-01
 3628.500 0.95851201    -2.1209e-01
 3629.000 0.97532499    -4.0458e-02
 3629.500 0.97659802     9.6303e-04
 3630.000 0.97643399     2.1167e-03
 3630.500 0.97506702    -3.8300e-02
 3631.000 0.96346998    -9.4436e-02
 3631.500 0.94104302     1.5613e-01
 3632.000 0.94423503     8.4779e-02
 3632.500 0.96419799    -9.2742e-02
 3633.000 0.97150898    -1.7457e-02
 3633.500 0.97089702    -2.7579e-02
 3634.000 0.96199602    -7.1163e-02
 3634.500 0.94641399     1.5189e-01
 3635.000 0.95279598    -9.2447e-03
 3635.500 0.96188003    -5.0058e-02
 3636.000 0.96274698     1.2266e-02
 3636.500 0.96239299    -2.8308e-02
 3637.000 0.96080703     7.1398e-02
 3637.500 0.96910501    -2.0068e-02
 3638.000 0.97570097    -3.1972e-02
 3638.500 0.97573501    -9.5298e-03
 3639.000 0.97211999    -1.7486e-02
 3639.500 0.96670002     3.6155e-02
 3640.000 0.96666199     2.0307e-03
 3640.500 0.96866000     4.5864e-03
 3641.000 0.97111100    -9.5044e-03
 3641.500 0.97183502    -8.0165e-03
 3642.000 0.97160900     1.8770e-02
 3642.500 0.97365099    -1.2629e-02
 3643.000 0.97462499     6.1157e-03
 3643.500 0.97530901    -1.8793e-02
 3644.000 0.97260898    -1.2161e-02
 3644.500 0.96894598     4.4326e-02
 3645.000 0.96829700    -9.2805e-02
 3645.500 0.94920498    -1.1574e-01
 3646.000 0.91424501     1.7493e-01
 3646.500 0.90224898    -3.2828e-02
 3647.000 0.88535798    -1.6109e-01
 3647.500 0.85845000     4.3679e-01
 3648.000 0.89994901     5.5712e-02
 3648.500 0.95780402    -2.6709e-01
 3649.000 0.97298801    -1.1447e-02
 3649.500 0.97470301    -1.0375e-02
 3650.000 0.97286099    -3.2423e-02
 3650.500 0.96301901    -5.1931e-02
 3651.000 0.94832498     1.2370e-01
 3651.500 0.95242900     8.2982e-03
 3652.000 0.96182901    -2.9785e-02
 3652.500 0.96625501    -8.5327e-03
 3653.000 0.96678400    -2.9612e-02
 3653.500 0.96448702     5.9157e-02
 3654.000 0.96923900    -3.7841e-02
 3654.500 0.96966797    -1.1545e-02
 3655.000 0.96814102     3.7080e-02
 3655.500 0.97176099    -1.3247e-02
 3656.000 0.97431701    -9.6261e-03
 3656.500 0.97464597    -1.6983e-03
 3657.000 0.97429401     7.7089e-05
 3657.500 0.97371101    -4.1547e-03
 3658.000 0.97286201     1.0157e-02
 3658.500 0.97297400    -1.3411e-02
 3659.000 0.97143501     3.8623e-03
 3659.500 0.97085202     2.0906e-02
 3660.000 0.97355902    -8.5252e-03
 3660.500 0.97503698    -1.6302e-02
 3661.000 0.97216398    -3.0690e-02
 3661.500 0.96508300     3.8071e-02
 3662.000 0.96467203     3.8486e-02
 3662.500 0.96974301    -6.0447e-02
 3663.000 0.96562201    -1.7305e-02
 3663.500 0.95934302     7.7874e-02
 3664.000 0.96519899    -2.9530e-03
 3664.500 0.97222000    -3.8101e-02
 3665.000 0.97294700     4.3021e-03
 3665.500 0.97282898     6.1263e-04
 3666.000 0.97223002    -1.8295e-02
 3666.500 0.95882702    -2.3473e-01
 3667.000 0.90151000    -9.6730e-02
 3667.500 0.84322602     5.9844e-01
 3668.000 0.87960100    -2.5220e-02
 3668.500 0.93047398    -1.4961e-01
 3669.000 0.95454699    -1.9545e-02
 3669.500 0.96687901    -5.3997e-02
 3670.000 0.96873599    -1.5870e-02
 3670.500 0.96437597    -3.1730e-02
 3671.000 0.95168197    -5.7224e-02
 3671.500 0.93151802     8.1347e-02
 3672.000 0.92485899     5.5955e-02
 3672.500 0.92922199    -4.0638e-02
 3673.000 0.92849600    -1.5540e-02
 3673.500 0.92097300    -6.0329e-02
 3674.000 0.91349000     2.5782e-01
 3674.500 0.93631500    -2.4355e-01
 3675.000 0.92611498    -7.6219e-02
 3675.500 0.89976698     1.6087e-01
 3676.000 0.90039200     8.0074e-02
 3676.500 0.92344898     5.7198e-02
 3677.000 0.95455599    -1.1567e-01
 3677.500 0.96427000    -1.0797e-01
 3678.000 0.95310599     4.6455e-02
 3678.500 0.94876498     8.5896e-02
 3679.000 0.95706600    -8.6629e-02
 3679.500 0.95570201     2.8660e-02
 3680.000 0.95565403     3.5728e-03
 3680.500 0.95767301     6.6560e-03
 3681.000 0.95946598    -3.5621e-02
 3681.500 0.95658201     2.3582e-02
 3682.000 0.95729399     2.7596e-02
 3682.500 0.96056902    -7.2453e-02
 3683.000 0.95346200     1.3045e-02
 3683.500 0.94940501     9.3472e-02
 3684.000 0.95991600    -3.7303e-02
 3684.500 0.96719402    -2.1850e-02
 3685.000 0.96949399     5.2291e-03
 3685.500 0.97123301    -1.2529e-02
 3686.000 0.96947002    -3.9160e-02
 3686.500 0.95345497    -1.7288e-01
 3687.000 0.91497999     1.9164e-01
 3687.500 0.90472698     8.3647e-02
 3688.000 0.91572398    -1.6229e-02
 3688.500 0.93131799     9.1596e-02
 3689.000 0.95695698    -1.0908e-01
 3689.500 0.96747500    -1.8199e-02
 3690.000 0.96981800    -1.4330e-02
 3690.500 0.96780902    -2.8929e-02
 3691.000 0.96176499     3.3206e-02
 3691.500 0.96026897     5.2568e-03
 3692.000 0.95893598    -5.0321e-02
 3692.500 0.95340002     9.5156e-02
 3693.000 0.96098799    -1.5327e-02
 3693.500 0.96820498    -4.2751e-02
 3694.000 0.96826202     1.4491e-02
 3694.500 0.96802002    -2.2391e-02
 3695.000 0.96572399     2.5774e-02
 3695.500 0.96733600     1.3086e-02
 3696.000 0.97127801    -2.2198e-02
