# lambda(nm)  coeff spline
 1244.000 0.99991298     3.7343e-04
 1244.500 0.99990702    -4.7954e-05
 1245.000 0.99990702    -3.8560e-05
 1245.500 0.99991101     2.9804e-04
 1246.000 0.99991399    -1.1779e-03
 1246.500 0.99978000     1.1263e-03
 1247.000 0.99979001     1.2883e-04
 1247.500 0.99974400    -2.9863e-03
 1248.000 0.99936700     3.8727e-03
 1248.500 0.99949503    -3.8390e-04
 1249.000 0.99948400    -5.6745e-03
 1249.500 0.99882698     7.5781e-03
 1250.000 0.99912798    -1.6452e-03
 1250.500 0.99904299    -1.0261e-02
 1251.000 0.99777102     1.4204e-02
 1251.500 0.99836999    -1.6505e-03
 1252.000 0.99849999    -1.8857e-02
 1252.500 0.99633700     2.2046e-02
 1253.000 0.99716800     2.5298e-03
 1253.500 0.99797302    -3.2789e-02
 1254.000 0.99456000     2.7392e-02
 1254.500 0.99504399     1.6749e-02
 1255.000 0.99746197    -4.7972e-02
 1255.500 0.99338597     1.9282e-02
 1256.000 0.99228603     4.2270e-02
 1256.500 0.99673498    -5.5186e-02
 1257.000 0.99332798    -1.0066e-02
 1257.500 0.98892701     7.1597e-02
 1258.000 0.99427098    -4.2442e-02
 1258.500 0.99323601    -5.4923e-02
 1259.000 0.98454201     7.8316e-02
 1259.500 0.98657101    -9.8909e-04
 1260.000 0.98807502    -8.6959e-02
 1260.500 0.97655100     3.6154e-02
 1261.000 0.97014099     6.5079e-02
 1261.500 0.97293001    -7.5693e-02
 1262.000 0.96442598    -3.3340e-02
 1262.500 0.95141798     1.0096e-01
 1263.000 0.95309502    -1.8050e-02
 1263.500 0.95261502    -8.0528e-02
 1264.000 0.94036198     5.7608e-02
 1264.500 0.93720400     6.8378e-02
 1265.000 0.94521201    -6.3136e-02
 1265.500 0.94357401    -4.7337e-02
 1266.000 0.93590099     1.0764e-01
 1266.500 0.94452298     7.8397e-03
 1267.000 0.95703501    -4.5642e-02
 1267.500 0.95760798    -1.1181e-01
 1268.000 0.92072898    -4.0598e-01
 1268.500 0.82805401     3.9661e-01
 1269.000 0.80735701     5.4702e-01
 1269.500 0.88634199    -1.9232e-01
 1270.000 0.94833100    -1.8566e-01
 1270.500 0.96912497    -5.3720e-02
 1271.000 0.97309899    -3.1359e-03
 1271.500 0.97342402    -2.1312e-02
 1272.000 0.97093701     2.0894e-02
 1272.500 0.97053897    -1.2130e-02
 1273.000 0.97085500     4.4762e-02
 1273.500 0.97523600    -6.9360e-02
 1274.000 0.97223300     5.5462e-02
 1274.500 0.97454202    -2.5000e-02
 1275.000 0.97687298     4.5065e-02
 1275.500 0.98279899    -6.8979e-02
 1276.000 0.98029399     2.8507e-02
 1276.500 0.98080802     2.7409e-02
 1277.000 0.98620802    -2.0878e-02
 1277.500 0.98914897    -2.9146e-03
 1278.000 0.98954898    -2.8447e-02
 1278.500 0.98762202     6.0854e-02
 1279.000 0.99315900    -3.5836e-02
 1279.500 0.99492103    -8.1103e-03
 1280.000 0.99374598    -2.2132e-03
 1280.500 0.99288100     2.4405e-02
 1281.000 0.99585199    -3.3418e-03
 1281.500 0.99837297    -2.1838e-02
 1282.000 0.99705303    -1.4896e-03
 1282.500 0.99559098     2.4386e-02
 1283.000 0.99776101    -8.8838e-03
 1283.500 0.99909699    -8.8676e-03
 1284.000 0.99830902    -6.6204e-03
 1284.500 0.99683100     1.8788e-02
 1285.000 0.99813402    -1.7883e-03
 1285.500 0.99956697    -8.5168e-03
 1286.000 0.99931300    -4.6309e-03
 1286.500 0.99824500     7.5039e-03
 1287.000 0.99839401     3.8234e-03
 1287.500 0.99923599    -6.1666e-03
 1288.000 0.99899501    -5.1482e-03
 1288.500 0.99779397     3.7180e-03
 1289.000 0.99740702     9.8141e-03
 1289.500 0.99858201    -5.4877e-03
 1290.000 0.99915802    -2.2384e-03
 1290.500 0.99909401    -9.1961e-04
 1291.000 0.99857998    -4.8835e-03
 1291.500 0.99740601     4.6152e-03
 1292.000 0.99714297     8.2853e-03
 1292.500 0.99827099    -4.3712e-03
 1293.000 0.99893898    -1.8411e-03
 1293.500 0.99903297    -2.0404e-03
 1294.000 0.99881703     2.5639e-03
 1294.500 0.99882400    -2.8651e-03
 1295.000 0.99823999    -5.2869e-03
 1295.500 0.99702299     8.8206e-03
 1296.000 0.99714297     2.0923e-03
 1296.500 0.99738699    -1.4213e-02
 1297.000 0.99562103     6.5201e-03
 1297.500 0.99504697     1.6738e-02
 1298.000 0.99726999    -6.3445e-03
 1298.500 0.99875301    -9.1204e-03
 1299.000 0.99787301    -1.3886e-02
 1299.500 0.99491203     1.4723e-02
 1300.000 0.99361902    -4.9724e-03
 1300.500 0.99245900     8.3584e-03
 1301.000 0.99324697     1.8291e-02
 1301.500 0.99679399    -1.5305e-02
 1302.000 0.99781501    -1.7695e-02
 1302.500 0.99513698    -2.6932e-03
 1303.000 0.99109697    -4.2195e-03
 1303.500 0.98634303     2.4364e-03
 1304.000 0.98305303     2.9609e-02
 1304.500 0.98628300     3.5608e-02
 1305.000 0.99464899    -4.8778e-02
 1305.500 0.99629402    -1.7985e-03
 1306.000 0.99371499    -4.5405e-02
 1306.500 0.98562998     5.1276e-02
 1307.000 0.98553902     3.2160e-02
 1307.500 0.98969102    -7.8086e-02
 1308.000 0.98512000     7.0830e-02
 1308.500 0.98916101     1.4556e-03
 1309.000 0.99241000    -9.5661e-02
 1309.500 0.98171300     4.6483e-02
 1310.000 0.97622401     3.4721e-02
 1310.500 0.97969699     2.9720e-02
 1311.000 0.98921800    -8.4484e-03
 1311.500 0.99564397    -7.0207e-02
 1312.000 0.99041998     9.6780e-03
 1312.500 0.98460698     1.7359e-02
 1313.000 0.97901601    -7.3785e-02
 1313.500 0.96614999     1.0318e-01
 1314.000 0.96912599     4.1276e-02
 1314.500 0.98043299    -6.8338e-02
 1315.000 0.98211998     1.1960e-03
 1315.500 0.98275101     3.8211e-02
 1316.000 0.98807698    -4.1362e-02
 1316.500 0.98556399    -6.0898e-02
 1317.000 0.97695899     1.3875e-01
 1317.500 0.98564398    -7.9132e-02
 1318.000 0.98451799    -5.7682e-02
 1318.500 0.97380197     7.9701e-02
 1319.000 0.97382402    -3.4090e-03
 1319.500 0.97200799    -1.1018e-01
 1320.000 0.95759398     1.4178e-01
 1320.500 0.96362299     3.3710e-02
 1321.000 0.97619301    -1.1963e-01
 1321.500 0.97410101     9.2922e-02
 1322.000 0.97963399    -6.9058e-02
 1322.500 0.97529900    -5.3522e-02
 1323.000 0.96420997     1.2105e-01
 1323.500 0.96866101    -5.7713e-02
 1324.000 0.97069901     5.1891e-02
 1324.500 0.97879797    -4.3888e-03
 1325.000 0.98399401    -1.0401e-01
 1325.500 0.97615802     1.0765e-01
 1326.000 0.98059201    -3.2097e-02
 1326.500 0.98124099    -7.0099e-02
 1327.000 0.97212702     7.8181e-02
 1327.500 0.97033799    -6.6826e-02
 1328.000 0.95804298    -6.3019e-02
 1328.500 0.93675297     1.0302e-01
 1329.000 0.93524998     1.2581e-01
 1329.500 0.95519203    -9.1588e-02
 1330.000 0.96303600    -4.9815e-02
 1330.500 0.95483899    -9.4138e-02
 1331.000 0.93074203     4.4766e-02
 1331.500 0.91340899     7.7406e-02
 1332.000 0.90963203    -2.9046e-02
 1332.500 0.91365802     2.2605e-01
 1333.000 0.94316101    -2.6371e-01
 1333.500 0.93831497     4.3992e-03
 1334.000 0.93162400     2.0183e-01
 1334.500 0.95320702    -1.3315e-01
 1335.000 0.95939702    -3.8673e-02
 1335.500 0.94660300    -1.6778e-01
 1336.000 0.92060697     3.9293e-01
 1336.500 0.94341898    -2.3256e-01
 1337.000 0.93954998    -1.0302e-01
 1337.500 0.91780901     2.1571e-01
 1338.000 0.92978400     4.9350e-02
 1338.500 0.95181698    -1.7172e-01
 1339.000 0.95068502     8.1581e-02
 1339.500 0.94887203    -1.7095e-01
 1340.000 0.92250401     1.2879e-02
 1340.500 0.90507799     3.3404e-01
 1341.000 0.93244302    -2.7404e-01
 1341.500 0.93598199     1.9031e-01
 1342.000 0.95467401    -1.2353e-01
 1342.500 0.95925701    -3.4800e-02
 1343.000 0.95202500    -2.0827e-02
 1343.500 0.92469198    -3.6432e-01
 1344.000 0.84996498     3.4063e-01
 1344.500 0.83439797     4.2162e-01
 1345.000 0.88878500    -3.4822e-01
 1345.500 0.89857697    -9.9035e-02
 1346.000 0.87593198    -3.4131e-02
 1346.500 0.85650802     3.1286e-01
 1347.000 0.86136299    -6.3463e-01
 1347.500 0.76678503    -1.6074e-01
 1348.000 0.64966899     7.3666e-01
 1348.500 0.66273099     3.3836e-01
 1349.000 0.76001799    -6.8707e-02
 1349.500 0.81901503    -9.8249e-01
 1350.000 0.71656501     1.2394e-01
 1350.500 0.63596600     1.0112e+00
 1351.000 0.69682902    -7.7346e-01
 1351.500 0.67718101     1.5042e-01
 1352.000 0.65021801    -3.7805e-03
 1352.500 0.61440700    -3.4765e-01
 1353.000 0.54147500     5.0348e-01
 1353.500 0.53945798     3.5700e-02
 1354.000 0.52420998    -9.6382e-01
 1354.500 0.38183501     7.6854e-01
 1355.000 0.34772700     4.8806e-01
 1355.500 0.41426399    -3.0531e-01
 1356.000 0.47510299     5.9643e-01
 1356.500 0.56669402    -1.3424e+00
 1357.000 0.46768001     1.9851e-01
 1357.500 0.37622401     7.2973e-01
 1358.000 0.40088901    -3.3053e-01
 1358.500 0.40734401     1.5535e-01
 1359.000 0.39801699    -6.6964e-01
 1359.500 0.32360601     9.6118e-01
 1360.000 0.36275899    -4.4956e-01
 1360.500 0.33862999    -6.8172e-01
 1361.000 0.20533100     5.5636e-01
 1361.500 0.13355801    -6.7094e-02
 1362.000 0.09160000     4.2758e-01
 1362.500 0.15766600     9.4936e-01
 1363.000 0.38162300    -4.3564e-01
 1363.500 0.51442200    -1.3946e+00
 1364.000 0.38765401    -2.1564e-01
 1364.500 0.20151500     8.3224e-01
 1365.000 0.16531700     4.8526e-01
 1365.500 0.27619699     7.5658e-01
 1366.000 0.49392101    -9.4733e-01
 1366.500 0.54854101    -8.8175e-01
 1367.000 0.41520500    -3.6609e-02
 1367.500 0.25641799     4.1736e-01
 1368.000 0.18022700     3.4947e-01
 1368.500 0.20669900     6.4869e-01
 1369.000 0.34270301    -3.1544e-01
 1369.500 0.41522601    -9.1046e-01
 1370.000 0.34549901     5.4327e-01
 1370.500 0.30909699    -4.6282e-01
 1371.000 0.25592300     9.0549e-01
 1371.500 0.32102901    -3.2041e-01
 1372.000 0.38349700     3.1285e-01
 1372.500 0.47442701    -2.4792e-01
 1373.000 0.52853203    -2.0499e-01
 1373.500 0.55239701     3.4211e-01
 1374.000 0.58942002    -8.4765e-01
 1374.500 0.52226102     5.4812e-01
 1375.000 0.53436297     5.5741e-01
 1375.500 0.61572999    -1.1154e+00
 1376.000 0.55492401     4.9212e-01
 1376.500 0.51454800    -3.6274e-01
 1377.000 0.49068499     1.3551e+00
 1377.500 0.64913702    -6.8226e-01
 1378.000 0.67554700    -1.7951e+00
 1378.500 0.43897101     1.5511e+00
 1379.000 0.43230999     1.1089e+00
 1379.500 0.59846902    -1.8388e+00
 1380.000 0.47481701    -7.0904e-01
 1380.500 0.22032900     1.5349e+00
 1381.000 0.22984099     9.0543e-01
 1381.500 0.39283201    -1.4731e+00
 1382.000 0.32833001    -4.7275e-01
 1382.500 0.16395600     9.6720e-01
 1383.000 0.16227600     5.0859e-01
 1383.500 0.27675200    -2.1382e-01
 1384.000 0.37650400    -6.6912e-03
 1384.500 0.42148799    -1.0738e+00
 1385.000 0.32501301     9.0707e-01
 1385.500 0.34369299     2.0927e-01
 1386.000 0.43169701    -8.0388e-02
 1386.500 0.53087598     3.8048e-01
 1387.000 0.63805598    -1.2495e+00
 1387.500 0.51947099    -8.0087e-01
 1388.000 0.29985100     2.0281e+00
 1388.500 0.41176799     6.4526e-01
 1389.000 0.65995097    -1.3388e+00
 1389.500 0.69564402    -3.8986e-01
 1390.000 0.63598698     6.0982e-01
 1390.500 0.65318799    -2.0483e-01
 1391.000 0.66640598     1.1391e-01
 1391.500 0.63060302    -1.4273e+00
 1392.000 0.38225600     4.9422e-01
 1392.500 0.24657001     2.1543e+00
 1393.000 0.46588999    -5.9125e-01
 1393.500 0.63421100    -1.0133e+00
 1394.000 0.59538198    -3.2732e-01
 1394.500 0.44465899    -3.6293e-01
 1395.000 0.25263000     7.8769e-01
 1395.500 0.19174400     3.5959e-01
 1396.000 0.21793100    -1.3629e-01
 1396.500 0.27107999     8.3266e-01
 1397.000 0.46086100     8.4817e-02
 1397.500 0.67075598    -6.8919e-01
 1398.000 0.75663197    -3.0450e-01
 1398.500 0.75330698    -2.3364e-01
 1399.000 0.66014802    -9.1697e-01
 1399.500 0.43284899     6.8215e-01
 1400.000 0.28619999     1.2399e-01
 1400.500 0.20879599     4.8379e-01
 1401.000 0.22551499     1.9980e-01
 1401.500 0.33294499     8.9407e-01
 1402.000 0.58222300    -3.7173e-01
 1402.500 0.75279099    -1.2962e+00
 1403.000 0.71084303     4.5605e-01
 1403.500 0.66558701    -6.0740e-01
 1404.000 0.52917200    -2.1425e-01
 1404.500 0.35037300     4.4719e-01
 1405.000 0.29668900     1.4283e+00
 1405.500 0.50099897     3.1619e-02
 1406.000 0.70300400    -1.6101e+00
 1406.500 0.60143203    -8.7724e-01
 1407.000 0.36033201     1.7703e+00
 1407.500 0.41655901     9.3173e-01
 1408.000 0.64517701    -1.3599e+00
 1408.500 0.64294499    -1.0326e+00
 1409.000 0.43294501     5.0397e-01
 1409.500 0.33290201     1.6557e+00
 1410.000 0.51095903    -4.5249e-01
 1410.500 0.65451598    -6.7376e-01
 1411.000 0.67688298     2.3897e-01
 1411.500 0.69366002    -4.1627e-01
 1412.000 0.65741301     1.5355e-01
 1412.500 0.66947103     9.6138e-01
 1413.000 0.78801602    -1.4434e+00
 1413.500 0.68771201    -4.4016e-01
 1414.000 0.47813901     5.8158e-01
 1414.500 0.38280499     8.5556e-01
 1415.000 0.46660200     2.9533e-01
 1415.500 0.63856101     7.9000e-02
 1416.000 0.80751801    -6.8338e-01
 1416.500 0.84858799    -4.1476e-01
 1417.000 0.79003602    -4.8514e-02
 1417.500 0.72609001     4.7936e-01
 1418.000 0.72643203    -3.2600e-01
 1418.500 0.65315098    -9.4231e-01
 1419.000 0.46352401     1.3029e+00
 1419.500 0.47799000     6.2879e-01
 1420.000 0.62703598    -5.8816e-01
 1420.500 0.70157403    -6.4337e-02
 1421.000 0.74385399     7.1313e-02
 1421.500 0.79927599     9.4494e-02
 1422.000 0.85262603    -4.9902e-01
 1422.500 0.81010902    -3.9923e-01
 1423.000 0.68668199     1.5411e-01
 1423.500 0.59431797     5.2831e-01
 1424.000 0.63051999     8.1823e-01
 1424.500 0.78617698    -9.3431e-01
 1425.000 0.79663199    -5.6585e-01
 1425.500 0.70852399     8.3220e-01
 1426.000 0.75118101     3.7540e-01
 1426.500 0.85382599    -8.9408e-01
 1427.000 0.81555402    -1.8110e-01
 1427.500 0.72338003     3.2482e-01
 1428.000 0.68284899     1.2125e-01
 1428.500 0.68959802     3.2490e-01
 1429.000 0.75477999    -1.8443e-02
 1429.500 0.81734300    -3.1398e-01
 1430.000 0.84052098     3.2911e-01
 1430.500 0.86075699    -1.0731e+00
 1431.000 0.71827197     5.7913e-02
 1431.500 0.56819201     6.5915e-01
 1432.000 0.52636498    -9.6449e-02
 1432.500 0.53451800     9.2617e-01
 1433.000 0.68338698    -2.3103e-01
 1433.500 0.79034501    -1.0079e+00
 1434.000 0.72655499     1.6470e-01
 1434.500 0.68170798     8.0374e-01
 1435.000 0.76156598    -3.8673e-01
 1435.500 0.79342502    -4.0881e-01
 1436.000 0.75665200     3.7480e-01
 1436.500 0.76075900    -1.0926e-01
 1437.000 0.72809601    -8.2025e-01
 1437.500 0.59561402     9.9459e-01
 1438.000 0.62865901     8.1452e-01
 1438.500 0.79521698    -1.0484e+00
 1439.000 0.80017400    -4.9949e-01
 1439.500 0.72018498     1.0076e+00
 1440.000 0.78052199    -1.6316e-01
 1440.500 0.83589101    -4.7420e-01
 1441.000 0.79801798    -1.7785e-01
 1441.500 0.74583501     8.4217e-01
 1442.000 0.80051601    -6.2610e-01
 1442.500 0.77841598    -1.8053e-01
 1443.000 0.74458301     1.0666e+00
 1443.500 0.85037202    -7.3510e-01
 1444.000 0.87574899    -5.6137e-02
 1444.500 0.85952598    -3.8754e-02
 1445.000 0.78433502    -1.2041e+00
 1445.500 0.57127702     1.5463e+00
 1446.000 0.60175502     8.6390e-01
 1446.500 0.79011703    -1.2126e+00
 1447.000 0.82740003     3.6073e-01
 1447.500 0.87082899    -8.2780e-02
 1448.000 0.90684801    -2.0745e-01
 1448.500 0.91221702     1.7696e-01
 1449.000 0.92732900    -2.6657e-01
 1449.500 0.88514298    -4.8582e-01
 1450.000 0.74457997    -1.5118e-01
 1450.500 0.59758502     9.3617e-01
 1451.000 0.63169497     7.5301e-01
 1451.500 0.79487902    -8.5045e-01
 1452.000 0.84266502    -1.2077e-01
 1452.500 0.84193897     1.6923e-01
 1453.000 0.87218899     1.8728e-01
 1453.500 0.93128997    -2.2593e-01
 1454.000 0.95278800    -1.8602e-01
 1454.500 0.92036301    -3.2415e-01
 1455.000 0.83613598     2.3938e-01
 1455.500 0.81077898     7.7951e-01
 1456.000 0.90551102    -4.7527e-01
 1456.500 0.94552898    -1.9156e-01
 1457.000 0.92926502    -1.0926e-01
 1457.500 0.89905399     2.9388e-01
 1458.000 0.91829503     1.2059e-01
 1458.500 0.96059901    -2.2272e-01
 1459.000 0.97000599    -1.9218e-02
 1459.500 0.95078498    -3.8748e-01
 1460.000 0.87635499     2.4411e-01
 1460.500 0.84329998     4.0405e-01
 1461.000 0.87732798    -2.5032e-01
 1461.500 0.89835501     2.8521e-01
 1462.000 0.94274098    -3.2991e-01
 1462.500 0.92179602    -5.3351e-01
 1463.000 0.82724202     6.9733e-01
 1463.500 0.84366298     4.0760e-01
 1464.000 0.93722802    -4.7628e-01
 1464.500 0.93938500    -6.9629e-01
 1465.000 0.82858503     5.5047e-01
 1465.500 0.79569900     3.6434e-01
 1466.000 0.82565397    -4.9966e-01
 1466.500 0.79820198     2.5653e-01
 1467.000 0.80028498     1.8238e-01
 1467.500 0.84127599    -5.2244e-02
 1468.000 0.88759500     1.5447e-01
 1468.500 0.93808198    -4.6561e-01
 1469.000 0.89967400    -4.2551e-01
 1469.500 0.80369800     7.8601e-01
 1470.000 0.79899901    -5.2788e-01
 1470.500 0.74112302     4.9281e-02
 1471.000 0.71068001     9.8915e-01
 1471.500 0.81187302    -8.4662e-01
 1472.000 0.80496103    -1.9718e-01
 1472.500 0.76420403     8.2307e-01
 1473.000 0.83087599    -5.1680e-01
 1473.500 0.85377002     1.9345e-01
 1474.000 0.89499700     1.8299e-01
 1474.500 0.96140599    -3.2104e-01
 1475.000 0.96577603    -3.8778e-01
 1475.500 0.89866197     1.5655e-01
 1476.000 0.86136299     4.7715e-01
 1476.500 0.89033097    -4.7473e-01
 1477.000 0.86413199     9.7768e-02
 1477.500 0.83297998    -3.5213e-02
 1478.000 0.82643002     6.3353e-01
 1478.500 0.90447301    -4.6869e-01
 1479.000 0.92002100    -2.5865e-01
 1479.500 0.87731600     1.0522e-01
 1480.000 0.83637100    -1.2000e-01
 1480.500 0.80976301     7.1887e-01
 1481.000 0.87228900    -6.1625e-01
 1481.500 0.85970902    -5.6396e-02
 1482.000 0.83947498     6.5814e-01
 1482.500 0.91351599    -3.1356e-01
 1483.000 0.95791501    -1.1530e-01
 1483.500 0.96347702    -1.5733e-01
 1484.000 0.93549401    -6.0459e-02
 1484.500 0.90634102     3.7109e-01
 1485.000 0.92975903    -1.6219e-01
 1485.500 0.93937403    -5.3608e-02
 1486.000 0.92403001    -2.2239e-01
 1486.500 0.88226098     3.0899e-01
 1487.000 0.88688701     9.9924e-02
 1487.500 0.91200501    -2.1688e-01
 1488.000 0.91461700     2.2744e-01
 1488.500 0.94391400    -5.2461e-02
 1489.000 0.96214598    -2.8316e-01
 1489.500 0.94120800     2.4503e-01
 1490.000 0.95376998     1.0704e-01
 1490.500 0.98114902    -3.1756e-01
 1491.000 0.95769203    -5.6848e-02
 1491.500 0.92672998     3.6483e-01
 1492.000 0.94991797    -1.0289e-01
 1492.500 0.96849602    -6.3921e-02
 1493.000 0.97406203     4.6282e-02
 1493.500 0.98190600    -6.6538e-02
 1494.000 0.98006302    -1.2619e-02
 1494.500 0.97188902    -3.4931e-02
 1495.000 0.95985502     5.9705e-02
 1495.500 0.95673102     9.9532e-03
 1496.000 0.95616603    -3.8101e-02
 1496.500 0.95586997     1.4891e-01
 1497.000 0.97518098    -8.6954e-02
 1497.500 0.98186898    -1.0404e-01
 1498.000 0.97257000     1.1943e-01
 1498.500 0.97799498    -2.0317e-02
 1499.000 0.98342198    -3.8118e-02
 1499.500 0.98360097     4.6838e-02
 1500.000 0.98954499    -1.0872e-02
 1500.500 0.99482298    -1.9334e-02
 1501.000 0.99520600    -2.9270e-02
 1501.500 0.99008298     4.2704e-03
 1502.000 0.98534900     2.1526e-02
 1502.500 0.98351097    -2.0870e-02
 1503.000 0.97819501    -2.1515e-02
 1503.500 0.96781403    -1.4629e-02
 1504.000 0.95797098     9.2943e-02
 1504.500 0.96386498     2.0545e-02
 1505.000 0.97733903     6.7966e-03
 1505.500 0.99068302    -5.0853e-02
 1506.000 0.99584800     3.1889e-04
 1506.500 0.99773300    -2.9142e-02
 1507.000 0.99530202     1.2667e-02
 1507.500 0.99319500    -1.3750e-02
 1508.000 0.98663902    -6.4442e-02
 1508.500 0.97220898     8.2540e-02
 1509.000 0.97267002     9.1669e-02
 1509.500 0.98876101    -7.4097e-02
 1510.000 0.99533802    -2.3618e-02
 1510.500 0.99519598     7.3119e-03
 1511.000 0.99550003     5.0767e-03
 1511.500 0.99655700    -9.5483e-03
 1512.000 0.99554300    -1.6587e-02
 1512.500 0.99227399     2.1774e-02
 1513.000 0.99163502    -7.3882e-03
 1513.500 0.99063200    -9.5890e-04
 1514.000 0.99013799     2.3440e-02
 1514.500 0.99312598    -9.2349e-03
 1515.000 0.99567002     2.8448e-03
 1515.500 0.99725300    -2.5210e-02
 1516.000 0.99472302    -7.1665e-04
 1516.500 0.99189198     2.0851e-02
 1517.000 0.99214703    -8.6207e-03
 1517.500 0.99245000     1.4782e-02
 1518.000 0.99444801    -9.8272e-03
 1518.500 0.99483597    -1.4114e-02
 1519.000 0.99337798     2.1982e-02
 1519.500 0.99496400    -7.5672e-04
 1520.000 0.99689800    -1.0604e-02
 1520.500 0.99745202     1.0052e-02
 1521.000 0.99870998    -1.2710e-02
 1521.500 0.99831003     9.9936e-04
 1522.000 0.99800599     1.1015e-02
 1522.500 0.99922597    -8.4807e-03
 1523.000 0.99939698    -2.2673e-03
 1523.500 0.99895501     2.8384e-03
 1524.000 0.99858499    -7.3598e-03
 1524.500 0.99747300     8.7937e-03
 1525.000 0.99741697    -2.4721e-03
